
UniProt accession:I1RAE5
GO ID	Go Term	GO Evidence Code
GO ID	Go Term	GO Evidence Code
GO:0006164	purine nucleotide biosynthetic process	IEA	
GO:0006189	'de novo' IMP biosynthetic process	IEA	
GO:0009405	pathogenesis	IMP	
GO:0046084	adenine biosynthetic process	IMP	
GO:0046084	adenine biosynthetic process	IGI	

UniProt accession:Q9HWA4
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0045785	positive regulation of cell adhesion	IMP	
GO:1900233	positive regulation of single-species biofilm formation on inanimate substrate	IMP	

UniProt accession:G4N3L5
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q9FD00
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q96VA7
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:I1S104
GO ID	Go Term	GO Evidence Code
GO:0016106	sesquiterpenoid biosynthetic process	IEA	

UniProt accession:Q46654
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009758	carbohydrate utilization	IEA	

UniProt accession:Q2P7T7
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:I1RKK5
GO ID	Go Term	GO Evidence Code
GO:0016310	phosphorylation	IEA	

UniProt accession:I1RWW4
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q7LJU0
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q9Y7G8
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:G4NAT9
GO ID	Go Term	GO Evidence Code
GO:0008150	biological_process	ND	
GO:0038032	termination of G-protein coupled receptor signaling pathway	IEA	

UniProt accession:I1S1U7
GO ID	Go Term	GO Evidence Code
GO:0006479	protein methylation	IEA	
GO:0032259	methylation	IEA	

UniProt accession:Q5J4D6
GO ID	Go Term	GO Evidence Code
GO:0006097	glyoxylate cycle	IEA	
GO:0006099	tricarboxylic acid cycle	IEA	

UniProt accession:Q51UJ9
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006914	autophagy	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:G4NII5
GO ID	Go Term	GO Evidence Code
GO:0008150	biological_process	ND	

UniProt accession:G4N4J5
GO ID	Go Term	GO Evidence Code
GO:0006979	response to oxidative stress	IEA	
GO:0043581	mycelium development	IEP	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:B2SRG0
GO ID	Go Term	GO Evidence Code
GO:0009306	protein secretion	IEA	

UniProt accession:Q8Z6N5
GO ID	Go Term	GO Evidence Code
GO:0006605	protein targeting	IEA	
GO:0006810	transport	IEA	

UniProt accession:P13836
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:B7VSJ8
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:H3RJ93
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006979	response to oxidative stress	IEA	

UniProt accession:Q5ALP9
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IMP	
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms	IMP	
GO:1900442	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:I1RB84
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:P0CY26
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:Q4WK65
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009082	branched-chain amino acid biosynthetic process	IEA	

UniProt accession:Q92246
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:C4YKT4
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007264	small GTPase mediated signal transduction	IEA	

UniProt accession:D4III8
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q51ZN8
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006914	autophagy	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:Q4WT66
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IEA	
GO:0019184	nonribosomal peptide biosynthetic process	ISM	
GO:0019748	secondary metabolic process	NAS	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0035690	cellular response to drug	IMP	
GO:1900809	fumigaclavine C biosynthetic process	IMP	

UniProt accession:Q9C1F9
GO ID	Go Term	GO Evidence Code
GO:0000272	polysaccharide catabolic process	IEA	
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0030245	cellulose catabolic process	IEA	

UniProt accession:A4QUT2
GO ID	Go Term	GO Evidence Code
GO:0006979	response to oxidative stress	IEA	
GO:0042744	hydrogen peroxide catabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:D0Z9I9
GO ID	Go Term	GO Evidence Code
GO:0071973	bacterial-type flagellum-dependent cell motility	IEA	

UniProt accession:Q4PD66
GO ID	Go Term	GO Evidence Code
GO:0006979	response to oxidative stress	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q0UGB6
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q7Z9J3
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:O42793
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q00313
GO ID	Go Term	GO Evidence Code
GO:0006265	DNA topological change	IEA	

UniProt accession:P22287
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:Q9KT84
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0000160	phosphorelay signal transduction system	ISS	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	ISS	

UniProt accession:Q3K359
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:C4YFX2
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q5GFD3
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:B0BES1
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:A1A7T3
GO ID	Go Term	GO Evidence Code
GO:0043086	negative regulation of catalytic activity	IEA	

UniProt accession:O13315
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0007189	adenylate cyclase-activating G-protein coupled receptor signaling pathway	IEA	

UniProt accession:P0A1N0
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:F9XJV5
GO ID	Go Term	GO Evidence Code
GO:0009058	biosynthetic process	IEA	
GO:0097502	mannosylation	IEA	

UniProt accession:I1RZZ3
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q9HFV9
GO ID	Go Term	GO Evidence Code
GO:0001932	regulation of protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	
GO:0045859	regulation of protein kinase activity	IEA	

UniProt accession:D2T177
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q0PRN7
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4NFU3
GO ID	Go Term	GO Evidence Code
GO:0008150	biological_process	ND	
GO:0043581	mycelium development	IEP	
GO:0055085	transmembrane transport	IEA	

UniProt accession:P69996
GO ID	Go Term	GO Evidence Code
GO:0006807	nitrogen compound metabolic process	IEA	
GO:0009405	pathogenesis	IEA	
GO:0019627	urea metabolic process	IEA	
GO:0043419	urea catabolic process	IEA	

UniProt accession:A6ZIB8
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q875L5
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007165	signal transduction	IEA	
GO:0007264	small GTPase mediated signal transduction	IEA	

UniProt accession:P43095
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:Q8X1A2
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:E2EAF6
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:A9YDN6
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4MSS9
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IMP	
GO:0030437	ascospore formation	IMP	

UniProt accession:Q6FJF0
GO ID	Go Term	GO Evidence Code
GO:0006402	mRNA catabolic process	IMP	
GO:0034976	response to endoplasmic reticulum stress	IMP	

UniProt accession:Q00455
GO ID	Go Term	GO Evidence Code
GO:0006582	melanin metabolic process	IEA	
GO:0042438	melanin biosynthetic process	IEA	

UniProt accession:N1JK84
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	

UniProt accession:Q522W5
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0006914	autophagy	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:G4NIB5
GO ID	Go Term	GO Evidence Code
GO:0055085	transmembrane transport	IEA	

UniProt accession:G4NJL1
GO ID	Go Term	GO Evidence Code
GO:0006629	lipid metabolic process	IEA	

UniProt accession:Q66A26
GO ID	Go Term	GO Evidence Code
GO:0006096	glycolytic process	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q59RG1
GO ID	Go Term	GO Evidence Code
GO:0008645	hexose transport	IMP	
GO:0009405	pathogenesis	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0035690	cellular response to drug	IGI	
GO:0055085	transmembrane transport	IEA	

UniProt accession:C3JXE9
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:A3E242
GO ID	Go Term	GO Evidence Code
GO:0006493	protein O-linked glycosylation	IEA	
GO:0097502	mannosylation	IEA	

UniProt accession:Q9HG15
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:Q9P8W9
GO ID	Go Term	GO Evidence Code
GO:0000413	protein peptidyl-prolyl isomerization	IEA	
GO:0006457	protein folding	IEA	

UniProt accession:A4HTK3
GO ID	Go Term	GO Evidence Code
GO:0008610	lipid biosynthetic process	IEA	

UniProt accession:D0ERY8
GO ID	Go Term	GO Evidence Code
GO:0006198	cAMP catabolic process	IEA	

UniProt accession:P52496
GO ID	Go Term	GO Evidence Code
GO:0006260	DNA replication	IEA	
GO:0006281	DNA repair	IEA	
GO:0006310	DNA recombination	IEA	
GO:0006974	cellular response to DNA damage stimulus	IEA	
GO:0009405	pathogenesis	IMP	
GO:0009405	pathogenesis	IGI	
GO:0030447	filamentous growth	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0051103	DNA ligation involved in DNA repair	IEA	
GO:0071897	DNA biosynthetic process	IEA	

UniProt accession:G4N7T3
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q9X399
GO ID	Go Term	GO Evidence Code
GO:0008150	biological_process	ND	

UniProt accession:Q59R28
GO ID	Go Term	GO Evidence Code
GO:0006486	protein glycosylation	IEA	
GO:0035268	protein mannosylation	IMP	
GO:0046354	mannan biosynthetic process	IMP	

UniProt accession:Q8PPR7
GO ID	Go Term	GO Evidence Code
GO:0009250	glucan biosynthetic process	IEA	

UniProt accession:Q8NJW8
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q75WC2
GO ID	Go Term	GO Evidence Code
GO:0006259	DNA metabolic process	IEA	
GO:0006261	DNA-dependent DNA replication	IEA	
GO:0006265	DNA topological change	IEA	

UniProt accession:G4MV99
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0043581	mycelium development	IEP	

UniProt accession:B2SRG1
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	
GO:0006810	transport	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:Q8J0I5
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4NID8
GO ID	Go Term	GO Evidence Code
GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	IEA	

UniProt accession:Q46640
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	
GO:0030254	protein secretion by the type III secretion system	IEA	
GO:0046903	secretion	IEA	
GO:0050709	negative regulation of protein secretion	IEA	

UniProt accession:P26215
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:Q59MV9
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0009636	response to toxic substance	IEA	
GO:0009636	response to toxic substance	IMP	
GO:0015671	oxygen transport	IEA	
GO:0030447	filamentous growth	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0046210	nitric oxide catabolic process	IMP	
GO:0052565	response to defense-related host nitric oxide production	IMP	
GO:0055114	oxidation-reduction process	IEA	
GO:0071500	cellular response to nitrosative stress	IEP	

UniProt accession:A5CUE1
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:G4NGK7
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:C1KJH9
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:P30601
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:Q6TGK1
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:I1RUB2
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:I1S1V3
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q882D2
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:I1RJM9
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:V6RAJ2
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q5KL01
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:G4NCW8
GO ID	Go Term	GO Evidence Code
GO:0006812	cation transport	IEA	
GO:0006816	calcium ion transport	IEA	
GO:0055085	transmembrane transport	IEA	
GO:0070588	calcium ion transmembrane transport	IEA	
GO:0071805	potassium ion transmembrane transport	IEA	
GO:0098655	cation transmembrane transport	IEA	

UniProt accession:Q5AP71
GO ID	Go Term	GO Evidence Code
GO:0000902	cell morphogenesis	IMP	
GO:0006468	protein phosphorylation	IEA	
GO:0006468	protein phosphorylation	ISS	
GO:0016310	phosphorylation	IEA	
GO:0030447	filamentous growth	IMP	
GO:0030448	hyphal growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0036171	filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	
GO:1900188	negative regulation of cell adhesion involved in single-species biofilm formation	IMP	
GO:1900231	regulation of single-species biofilm formation on inanimate substrate	IMP	
GO:1900438	negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	

UniProt accession:D7HZD8
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	

UniProt accession:P0C1S0
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:I1RZP6
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P46592
GO ID	Go Term	GO Evidence Code
GO:0000032	cell wall mannoprotein biosynthetic process	IGI	
GO:0006057	mannoprotein biosynthetic process	IGI	
GO:0006057	mannoprotein biosynthetic process	IMP	
GO:0006486	protein glycosylation	IEA	
GO:0006487	protein N-linked glycosylation	IGI	
GO:0006487	protein N-linked glycosylation	IDA	
GO:0007160	cell-matrix adhesion	IGI	
GO:0007160	cell-matrix adhesion	IMP	
GO:0009405	pathogenesis	IGI	
GO:0016337	single organismal cell-cell adhesion	IGI	
GO:0016337	single organismal cell-cell adhesion	IMP	
GO:0030447	filamentous growth	IGI	
GO:0031505	fungal-type cell wall organization	IGI	
GO:0043710	cell adhesion involved in multi-species biofilm formation	IMP	
GO:0051834	evasion or tolerance of defenses of other organism involved in symbiotic interaction	IMP	
GO:0097502	mannosylation	IEA	
GO:0097502	mannosylation	IGI	
GO:0097502	mannosylation	IDA	

UniProt accession:Q8ZPP5
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q4WNT5
GO ID	Go Term	GO Evidence Code
GO:0032259	methylation	IEA	
GO:0035690	cellular response to drug	IMP	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:P46590
GO ID	Go Term	GO Evidence Code
GO:0007155	cell adhesion	IEA	

UniProt accession:G4NCF7
GO ID	Go Term	GO Evidence Code
GO:0000272	polysaccharide catabolic process	IEA	
GO:0005975	carbohydrate metabolic process	RCA	
GO:0005975	carbohydrate metabolic process	IEA	
GO:0005976	polysaccharide metabolic process	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:Q9Y7F1
GO ID	Go Term	GO Evidence Code
GO:0009058	biosynthetic process	IEA	

UniProt accession:Q5AMH6
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IGI	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IMP	
GO:0007155	cell adhesion	IEA	
GO:0008150	biological_process	ND	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0010811	positive regulation of cell-substrate adhesion	IMP	
GO:0015976	carbon utilization	IMP	
GO:0030447	filamentous growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0035690	cellular response to drug	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044114	development of symbiont in host	IMP	
GO:0045892	negative regulation of transcription, DNA-templated	IMP	
GO:0070417	cellular response to cold	IMP	
GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation	IMP	

UniProt accession:G4NES9
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q5AK51
GO ID	Go Term	GO Evidence Code
GO:0000128	flocculation	IGI	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	ISA	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0030447	filamentous growth	IGI	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	IDA	
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	IMP	
GO:0060257	negative regulation of flocculation	IMP	
GO:1900429	negative regulation of filamentous growth of a population of unicellular organisms	IMP	

UniProt accession:O59918
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q8RYB4
GO ID	Go Term	GO Evidence Code
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:D2E9W7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q4PG27
GO ID	Go Term	GO Evidence Code
GO:0000754	adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion	IEA	
GO:0006873	cellular ion homeostasis	IEA	
GO:0008152	metabolic process	IEA	
GO:0016311	dephosphorylation	IEA	
GO:0031505	fungal-type cell wall organization	IEA	

UniProt accession:G3F820
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:O93886
GO ID	Go Term	GO Evidence Code
GO:0055085	transmembrane transport	IEA	

UniProt accession:G4MKI0
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	RCA	
GO:0052051	interaction with host via protein secreted by type II secretion system	IDA	

UniProt accession:G4N525
GO ID	Go Term	GO Evidence Code
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q9Y885
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0008652	cellular amino acid biosynthetic process	IEA	
GO:0009081	branched-chain amino acid metabolic process	IEA	
GO:0009082	branched-chain amino acid biosynthetic process	IEA	
GO:0009403	toxin biosynthetic process	IDA	

UniProt accession:P87090
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0008652	cellular amino acid biosynthetic process	IEA	

UniProt accession:Q58Z64
GO ID	Go Term	GO Evidence Code
GO:0006397	mRNA processing	IEA	
GO:0006417	regulation of translation	IEA	
GO:0006810	transport	IEA	
GO:0051028	mRNA transport	IEA	

UniProt accession:I1RR00
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q5AQ36
GO ID	Go Term	GO Evidence Code
GO:0000902	cell morphogenesis	IMP	
GO:0007232	osmosensory signaling pathway via Sho1 osmosensor	IGI	
GO:0007232	osmosensory signaling pathway via Sho1 osmosensor	IMP	
GO:0009272	fungal-type cell wall biogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0034599	cellular response to oxidative stress	IMP	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0090033	positive regulation of filamentous growth	IMP	
GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms	IMP	

UniProt accession:Q667Y0
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:I6YWH2
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:B0LFQ7
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:B9DR51
GO ID	Go Term	GO Evidence Code
GO:0006012	galactose metabolic process	IEA	

UniProt accession:Q59MD2
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IMP	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IMP	
GO:0006366	transcription from RNA polymerase II promoter	IEA	
GO:0007155	cell adhesion	IEA	
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0010811	positive regulation of cell-substrate adhesion	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation	IMP	
GO:1900430	positive regulation of filamentous growth of a population of unicellular organisms	IMP	
