New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I1920	PHI:2464	Q58PW8	HsvA	hsvA	HsvA	AY906858	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot			POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20565644: Oh CS, Kim JF, Beer SV. (2005). "The Hrp pathogenicity island of Erwinia amylovora and identification of three novel genes required for systemic infectiondouble dagger." Mol Plant Pathol 6(2): 125-138. 10.1111/j.1364-3703.2005.00269.x.	2014-12-16
PHI:I1921	PHI:2465	Q58PW9	HsvB	hsvB	HsvB	AY906858	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0005524:ATP binding; GO:0046872: metal ion binding		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20565644: Oh CS, Kim JF, Beer SV. (2005). "The Hrp pathogenicity island of Erwinia amylovora and identification of three novel genes required for systemic infectiondouble dagger." Mol Plant Pathol 6(2): 125-138. 10.1111/j.1364-3703.2005.00269.x.	2014-12-16
PHI:I1922	PHI:2466	Q58PX0	HsvC	hsvC	HsvC	AY906858	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0005524:ATP binding; GO:0003824: catalytic activity; GO:0046872: metal ion binding		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20565644: Oh CS, Kim JF, Beer SV. (2005). "The Hrp pathogenicity island of Erwinia amylovora and identification of three novel genes required for systemic infectiondouble dagger." Mol Plant Pathol 6(2): 125-138. 10.1111/j.1364-3703.2005.00269.x.	2014-12-16
PHI:I1923	PHI:2467	Q01099	hrpN	hrpN	Harpin HrpN (Harpin-Ea)	M92994	552:Erwinia amylovora		4097:Nicotiana tabacum (common tobacco) 	Dicot	GO:0005576:extracellular region; GO:0034053: modulation by symbiont of host defense-related programmed cell death		POO:0000002:reduced virulence													ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		18705858: Bocsanczy AM, Nissinen RM, Oh CS, Beer SV. (2008). "HrpN of Erwinia amylovora functions in the translocation of DspA/E into plant cells." Mol Plant Pathol 9(4): 425-434. 10.1111/j.1364-3703.2008.00471.x.	2014-12-16
PHI:I1924	PHI:2468	Q46640	hrpJ	hrpJ	HrpJ	L25828	552:Erwinia amylovora		4097:Nicotiana tabacum (common tobacco) 	Dicot	GO:0009986:cell surface; GO:0050709: negative regulation of protein secretion; GO:0019867: outer membrane; GO:0009405: pathogenesis; GO:0030254: protein secretion by the type III secretion system		POO:0000002:reduced virulence													ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		18705858: Bocsanczy AM, Nissinen RM, Oh CS, Beer SV. (2008). "HrpN of Erwinia amylovora functions in the translocation of DspA/E into plant cells." Mol Plant Pathol 9(4): 425-434. 10.1111/j.1364-3703.2008.00471.x.	2014-12-16
PHI:I1925	PHI:2467	Q01099	hrpN	hrpN	Harpin HrpN (Harpin-Ea)	M92994	552:Erwinia amylovora		4097:Nicotiana tabacum (common tobacco) 	Dicot	GO:0005576:extracellular region; GO:0034053: modulation by symbiont of host defense-related programmed cell death		POO:0000002:reduced virulence													ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		18705858: Bocsanczy AM, Nissinen RM, Oh CS, Beer SV. (2008). "HrpN of Erwinia amylovora functions in the translocation of DspA/E into plant cells." Mol Plant Pathol 9(4): 425-434. 10.1111/j.1364-3703.2008.00471.x.	2014-12-16
PHI:I1926	PHI:2468	Q46640	hrpJ	hrpJ	HrpJ	L25828	552:Erwinia amylovora		4097:Nicotiana tabacum (common tobacco) 	Dicot	GO:0009986:cell surface; GO:0050709: negative regulation of protein secretion; GO:0019867: outer membrane; GO:0009405: pathogenesis; GO:0030254: protein secretion by the type III secretion system		POO:0000002:reduced virulence													ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		18705858: Bocsanczy AM, Nissinen RM, Oh CS, Beer SV. (2008). "HrpN of Erwinia amylovora functions in the translocation of DspA/E into plant cells." Mol Plant Pathol 9(4): 425-434. 10.1111/j.1364-3703.2008.00471.x.	2014-12-16
PHI:I1927	PHI:2469	Q7WTQ9	AcrB	acrB	Multidrug efflux transporter	AY307102	552:Erwinia amylovora		3750:Malus domestica (apple) 	Dicot	GO:0016021:integral component of membrane; GO:0005215: transporter activity		POO:0000002:reduced virulence		tetracycline;norfloxacin;ciprofloxacin;ampicillin;carbenicillin;sodium lauryl sulfate;gentian violet;methylene blue;homidium bromide;phloretin;quercetin;naringenin;cianidanol	60-54-8;70458-96-7;85721-33-1;69-53-4;4697-36-3;151-21-3;548-62-9;61-73-4;1239-45-8;60-82-2;117-39-5;480-41-1;154-23-4	CHEBI:77932;CHEBI:100246;CHEBI:100241;CHEBI:28971;CHEBI:3393;CHEBI:6872;CHEBI:17276;CHEBI:16243;CHEBI:58292									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		14714867: Burse A, Weingart H, Ullrich MS. (2004). "The phytoalexin-inducible multidrug efflux pump AcrAB contributes to virulence in the fire blight pathogen, Erwinia amylovora." Mol Plant Microbe Interact 17(1): 43-54. 10.1094/mpmi.2004.17.1.43.	2014-12-16
PHI:I1928	PHI:2470	Q5H4Y2	AroQÎ³ 	pheA;XOO0734	Chorismate mutase (EC 5.4.99.5)	AE013598	64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0046417:chorismate metabolic process; GO:0004106: chorismate mutase activity		POO:0000004:increased virulence (hypervirulence)													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20128700: Degrassi G, Devescovi G, Bigirimana J, Venturi V. (2010). "Xanthomonas oryzae pv. oryzae XKK.12 contains an AroQgamma chorismate mutase that is involved in rice virulence." Phytopathology 100(3): 262-270. 10.1094/phyto-100-3-0262.	2014-12-16
PHI:I1929	PHI:2471	Q46631	Ams	amsA	Putative tyrosine-protein kinase AmsA (EC 2.7.10.-) (Amylovoran biosynthesis membrane-associated protein AmsA)	X77921	552:Erwinia amylovora		3750:Malus domestica (apple) 	Dicot	GO:0005524:ATP binding; GO:0045226: extracellular polysaccharide biosynthetic process; GO:0016021: integral component of membrane; GO:0009103: lipopolysaccharide biosynthetic process; GO:0009405: pathogenesis; GO:0005886: plasma membrane; GO:0004713: protein tyrosine kinase activity		POO:0000001:loss of pathogenicity	In Vitro Growth:Reduced												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		19821727: Koczan JM, McGrath MJ, Zhao Y, Sundin GW. (2009). "Contribution of Erwinia amylovora exopolysaccharides amylovoran and levan to biofilm formation: implications in pathogenicity." Phytopathology 99(11): 1237-1244. 10.1094/phyto-99-11-1237.	2014-12-16
PHI:I1930	PHI:2471	Q46631	Ams	amsA	Putative tyrosine-protein kinase AmsA (EC 2.7.10.-) (Amylovoran biosynthesis membrane-associated protein AmsA)	X77921	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0005524:ATP binding; GO:0045226: extracellular polysaccharide biosynthetic process; GO:0016021: integral component of membrane; GO:0009103: lipopolysaccharide biosynthetic process; GO:0009405: pathogenesis; GO:0005886: plasma membrane; GO:0004713: protein tyrosine kinase activity		POO:0000001:loss of pathogenicity	In Vitro Growth:Reduced												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		19821727: Koczan JM, McGrath MJ, Zhao Y, Sundin GW. (2009). "Contribution of Erwinia amylovora exopolysaccharides amylovoran and levan to biofilm formation: implications in pathogenicity." Phytopathology 99(11): 1237-1244. 10.1094/phyto-99-11-1237.	2014-12-16
PHI:I1931	PHI:2472	Q46654	lsc	lsc	Levansucrase (EC 2.4.1.10) (Beta-D-fructofuranosyl transferase) (Sucrose 6-fructosyl transferase)	X75079	552:Erwinia amylovora		3750:Malus domestica (apple) 	Dicot	GO:0009758:carbohydrate utilization; GO:0005576: extracellular region; GO:0050053: levansucrase activity		POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		19821727: Koczan JM, McGrath MJ, Zhao Y, Sundin GW. (2009). "Contribution of Erwinia amylovora exopolysaccharides amylovoran and levan to biofilm formation: implications in pathogenicity." Phytopathology 99(11): 1237-1244. 10.1094/phyto-99-11-1237.	2014-12-16
PHI:I1932	PHI:2472	Q46654	lsc	lsc	Levansucrase (EC 2.4.1.10) (Beta-D-fructofuranosyl transferase) (Sucrose 6-fructosyl transferase)	X75079	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0009758:carbohydrate utilization; GO:0005576: extracellular region; GO:0050053: levansucrase activity		POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		19821727: Koczan JM, McGrath MJ, Zhao Y, Sundin GW. (2009). "Contribution of Erwinia amylovora exopolysaccharides amylovoran and levan to biofilm formation: implications in pathogenicity." Phytopathology 99(11): 1237-1244. 10.1094/phyto-99-11-1237.	2014-12-16
PHI:I1933	PHI:2473	Q9FD00	hrpx	hrpX	HrpX	AF282857	66271:Pantoea stewartii subsp. stewartii		4577:Zea mays	Monocot	GO:0016021:integral component of membrane; GO:0000155: phosphorelay sensor kinase activity		POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		12650455: Merighi M, Majerczak DR, Stover EH, Coplin DL. (2003). "The HrpX/HrpY two-component system activates hrpS expression, the first step in the regulatory cascade controlling the Hrp regulon in Pantoea stewartii subsp. stewartii." Mol Plant Microbe Interact 16(3): 238-248. 10.1094/mpmi.2003.16.3.238.	2014-12-16
PHI:I1934	PHI:2474	E3P6S0	imd1	IMD1	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	FJ418778;FJ418779	5207:Cryptococcus neoformans	DOID:10554:meningoencephalitis	10090:Mus musculus (house mouse) 	n\a	GO:0006177:adenyl nucleotide binding; GO:0003938: cytoplasm; GO:0030554: GMP biosynthetic process; GO:0005737: IMP dehydrogenase activity; GO:0046872: metal ion binding		POO:0000002:reduced virulence	In Vitro Growth:Reduced	mycophenolic acid (mpa);fluconazole	483-60-3;86386-73-4										ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		23071437: Morrow CA, Valkov E, Stamp A, Chow EW, Lee IR, Wronski A, Williams SJ, Hill JM, Djordjevic JT, Kappler U, Kobe B, Fraser JA. (2012). "De novo GTP biosynthesis is critical for virulence of the fungal pathogen Cryptococcus neoformans." PLoS Pathog 8(10): e1002957. 10.1371/journal.ppat.1002957.	2014-12-16
PHI:I1935	PHI:2474	E3P6S0	imd1	IMD1	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	FJ418778;FJ418779	5207:Cryptococcus neoformans	DOID:10554:meningoencephalitis	6239:Caenorhabditis elegans	n\a	GO:0006177:adenyl nucleotide binding; GO:0003938: cytoplasm; GO:0030554: GMP biosynthetic process; GO:0005737: IMP dehydrogenase activity; GO:0046872: metal ion binding		POO:0000002:reduced virulence	In Vitro Growth:Reduced	mycophenolic acid (mpa);fluconazole	483-60-3;86386-73-4										ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		23071437: Morrow CA, Valkov E, Stamp A, Chow EW, Lee IR, Wronski A, Williams SJ, Hill JM, Djordjevic JT, Kappler U, Kobe B, Fraser JA. (2012). "De novo GTP biosynthesis is critical for virulence of the fungal pathogen Cryptococcus neoformans." PLoS Pathog 8(10): e1002957. 10.1371/journal.ppat.1002957.	2014-12-16
PHI:I1936	PHI:2475	Q01099	hrpN	hrpN	Harpin HrpN (Harpin-Ea)	M92994	552:Erwinia amylovora		3750:Malus domestica (apple) 	Dicot	GO:0005576:extracellular region; GO:0034053: modulation by symbiont of host defense-related programmed cell death		POO:0000001:loss of pathogenicity													ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		18842089: Sinn JP, Oh CS, Jensen PJ, Carpenter SC, Beer SV, McNellis TW. (2008). "The C-terminal half of the HrpN virulence protein of the fire blight pathogen Erwinia amylovora is essential for its secretion and for its virulence and avirulence activities." Mol Plant Microbe Interact 21(11): 1387-1397. 10.1094/mpmi-21-11-1387.	2014-12-16
PHI:I1937	PHI:2475	Q01099	hrpN	hrpN	Harpin HrpN (Harpin-Ea)	M92994	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0005576:extracellular region; GO:0034053: modulation by symbiont of host defense-related programmed cell death		POO:0000001:loss of pathogenicity													ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		18842089: Sinn JP, Oh CS, Jensen PJ, Carpenter SC, Beer SV, McNellis TW. (2008). "The C-terminal half of the HrpN virulence protein of the fire blight pathogen Erwinia amylovora is essential for its secretion and for its virulence and avirulence activities." Mol Plant Microbe Interact 21(11): 1387-1397. 10.1094/mpmi-21-11-1387.	2014-12-16
PHI:I1938	PHI:2476	G8AA67	CcpelA	CcpelA	Pectate lyase	GU206360;GU206361	27358:Colletotrichum coccodes		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005576:extracellular region; GO:0016829: lyase activity; GO:0000272: polysaccharide catabolic process		POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21848609: Ben-Daniel BH, Bar-Zvi D, Tsror Lahkim L. (2012). "Pectate lyase affects pathogenicity in natural isolates of Colletotrichum coccodes and in pelA gene-disrupted and gene-overexpressing mutant lines." Mol Plant Pathol 13(2): 187-197. 10.1111/j.1364-3703.2011.00740.x.	2014-12-16
PHI:I1939	PHI:2476	G8AA67	CcpelA	CcpelA	Pectate lyase	GU206360;GU206361	27358:Colletotrichum coccodes		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005576:extracellular region; GO:0016829: lyase activity; GO:0000272: polysaccharide catabolic process		POO:0000004:increased virulence (hypervirulence)													ESO:0000011:gene overexpression	Rashmi Pant,Molecular Connections		21848609: Ben-Daniel BH, Bar-Zvi D, Tsror Lahkim L. (2012). "Pectate lyase affects pathogenicity in natural isolates of Colletotrichum coccodes and in pelA gene-disrupted and gene-overexpressing mutant lines." Mol Plant Pathol 13(2): 187-197. 10.1111/j.1364-3703.2011.00740.x.	2014-12-16
PHI:I1940	PHI:2477	B8QZV4	CYP1	cyp1	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	EU746409;EU770253	5116:Cryphonectria parasitica		60419:Castanea mollissima (Chinese chestnut) 	Dicot	GO:0003755:peptidyl-prolyl cis-trans isomerase activity; GO:0006457: protein folding		POO:0000002:reduced virulence	Vegetative Spores:Wild Type;Spore Germination:Wild Type;In Vitro Growth:Wild Type	cyclosporine	59865-13-3										ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21355996: Chen MM, Jiang M, Shang J, Lan X, Yang F, Huang J, Nuss DL, Chen B. (2011). "CYP1, a hypovirus-regulated cyclophilin, is required for virulence in the chestnut blight fungus." Mol Plant Pathol 12(3): 239-246. 10.1111/j.1364-3703.2010.00665.x.	2014-12-16
PHI:I1941	PHI:2478	D6BK26	rsa1	rsa1	Aspartic protease	EU707808	305:Ralstonia solanacearum		4072:Capsicum annuum	Dicot	GO:0008233:peptidase activity		POO:0000005:effector (plant avirulence determinant)	In Vitro Growth:Reduced												ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		21453432: Jeong Y, Cheong H, Choi O, Kim JK, Kang Y, Kim J, Lee S, Koh S, Moon JS, Hwang I. (2011). "An HrpB-dependent but type III-independent extracellular aspartic protease is a virulence factor of Ralstonia solanacearum." Mol Plant Pathol 12(4): 373-380. 10.1111/j.1364-3703.2010.00679.x.	2014-12-16
PHI:I1942	PHI:2478	D6BK26	rsa1	rsa1	Aspartic protease	EU707808	305:Ralstonia solanacearum		4113:Solanum tuberosum (potato) 	Dicot	GO:0008233:peptidase activity		POO:0000005:effector (plant avirulence determinant)	In Vitro Growth:Reduced												ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		21453432: Jeong Y, Cheong H, Choi O, Kim JK, Kang Y, Kim J, Lee S, Koh S, Moon JS, Hwang I. (2011). "An HrpB-dependent but type III-independent extracellular aspartic protease is a virulence factor of Ralstonia solanacearum." Mol Plant Pathol 12(4): 373-380. 10.1111/j.1364-3703.2010.00679.x.	2014-12-16
PHI:I1943	PHI:2478	D6BK26	rsa1	rsa1	Aspartic protease	EU707808	305:Ralstonia solanacearum		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0008233:peptidase activity		POO:0000005:effector (plant avirulence determinant)	In Vitro Growth:Reduced												ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		21453432: Jeong Y, Cheong H, Choi O, Kim JK, Kang Y, Kim J, Lee S, Koh S, Moon JS, Hwang I. (2011). "An HrpB-dependent but type III-independent extracellular aspartic protease is a virulence factor of Ralstonia solanacearum." Mol Plant Pathol 12(4): 373-380. 10.1111/j.1364-3703.2010.00679.x.	2014-12-16
PHI:I1944	PHI:2478	D6BK26	rsa1	rsa1	Aspartic protease	EU707808	305:Ralstonia solanacearum		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0008233:peptidase activity		POO:0000005:effector (plant avirulence determinant)	In Vitro Growth:Reduced												ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		21453432: Jeong Y, Cheong H, Choi O, Kim JK, Kang Y, Kim J, Lee S, Koh S, Moon JS, Hwang I. (2011). "An HrpB-dependent but type III-independent extracellular aspartic protease is a virulence factor of Ralstonia solanacearum." Mol Plant Pathol 12(4): 373-380. 10.1111/j.1364-3703.2010.00679.x.	2014-12-16
PHI:I1945	PHI:2479	E1AP33	corA	corA	CorA	HM852064	554:Pectobacterium carotovorum		117781:Apium graveolens Dulce Group	Dicot	GO:0015087:cobalt ion transmembrane transporter activity; GO:0015095: magnesium ion transmembrane transporter activity; GO:0016020: membrane		POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21726393: Kersey CM, Agyemang PA, Dumenyo CK. (2012). "CorA, the magnesium/nickel/cobalt transporter, affects virulence and extracellular enzyme production in the soft rot pathogen Pectobacterium carotovorum." Mol Plant Pathol 13(1): 58-71. 10.1111/j.1364-3703.2011.00726.x.	2014-12-16
PHI:I1946	PHI:2479	E1AP33	corA	corA	CorA	HM852064	554:Pectobacterium carotovorum		117781:Apium graveolens Dulce Group	Dicot	GO:0015087:cobalt ion transmembrane transporter activity; GO:0015095: magnesium ion transmembrane transporter activity; GO:0016020: membrane		POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21726393: Kersey CM, Agyemang PA, Dumenyo CK. (2012). "CorA, the magnesium/nickel/cobalt transporter, affects virulence and extracellular enzyme production in the soft rot pathogen Pectobacterium carotovorum." Mol Plant Pathol 13(1): 58-71. 10.1111/j.1364-3703.2011.00726.x.	2014-12-16
PHI:I1947	PHI:2479	E1AP33	corA	corA	CorA	HM852064	554:Pectobacterium carotovorum		4039:Daucus carota (carrot) 	Dicot	GO:0015087:cobalt ion transmembrane transporter activity; GO:0015095: magnesium ion transmembrane transporter activity; GO:0016020: membrane		POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21726393: Kersey CM, Agyemang PA, Dumenyo CK. (2012). "CorA, the magnesium/nickel/cobalt transporter, affects virulence and extracellular enzyme production in the soft rot pathogen Pectobacterium carotovorum." Mol Plant Pathol 13(1): 58-71. 10.1111/j.1364-3703.2011.00726.x.	2014-12-16
PHI:I1948	PHI:2479	E1AP33	corA	corA	CorA	HM852064	554:Pectobacterium carotovorum		4039:Daucus carota (carrot) 	Dicot	GO:0015087:cobalt ion transmembrane transporter activity; GO:0015095: magnesium ion transmembrane transporter activity; GO:0016020: membrane		POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21726393: Kersey CM, Agyemang PA, Dumenyo CK. (2012). "CorA, the magnesium/nickel/cobalt transporter, affects virulence and extracellular enzyme production in the soft rot pathogen Pectobacterium carotovorum." Mol Plant Pathol 13(1): 58-71. 10.1111/j.1364-3703.2011.00726.x.	2014-12-16
PHI:I1949	PHI:2480	Q8PGM0	wxacO	XAC3596	Uncharacterized protein	AE008923	611301:Xanthomonas citri subsp. citri		37656:Citrus x paradisi	Dicot			POO:0000002:reduced virulence	In Vitro Growth:Reduced	sodium chloride;sorbitol;hydrogen peroxide;polymyxin b	50-70-4;7722-84-1;7647-14-5;1404-26-8	CHEBI:26710;CHEBI:16240;CHEBI:8310									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21453433: Li J, Wang N. (2011). "The wxacO gene of Xanthomonas citri ssp. citri encodes a protein with a role in lipopolysaccharide biosynthesis, biofilm formation, stress tolerance and virulence." Mol Plant Pathol 12(4): 381-396. 10.1111/j.1364-3703.2010.00681.x.	2014-12-16
PHI:I1950	PHI:2481	Q8PGL8	rfbC	rfbC;XAC3598	Truncated O-antigen biosynthesis protein	AE008923	611301:Xanthomonas citri subsp. citri		37656:Citrus x paradisi	Dicot			POO:0000002:reduced virulence	In Vitro Growth:Reduced	sodium chloride;sorbitol;hydrogen peroxide;polymyxin b	50-70-4;7722-84-1;7647-14-5;1404-26-8	CHEBI:26710;CHEBI:16240;CHEBI:8310									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		21453433: Li J, Wang N. (2011). "The wxacO gene of Xanthomonas citri ssp. citri encodes a protein with a role in lipopolysaccharide biosynthesis, biofilm formation, stress tolerance and virulence." Mol Plant Pathol 12(4): 381-396. 10.1111/j.1364-3703.2010.00681.x.	2014-12-16
PHI:I1951	PHI:2482	Q09JB7	AlHK1	HK1	Two-component osmosensing histidine kinase	DQ887541;FJ687336	160389:Alternaria longipes		4097:Nicotiana tabacum (common tobacco) 	Dicot	GO:0016021:integral component of membrane; GO:0000155: phosphorelay sensor kinase activity		POO:0000004:increased virulence (hypervirulence)	Penetration:Yes;In Vitro Growth:Wild Type;Vegetative Spores:Reduced	glucose;n-(3,5-dichlorophenyl)succinimide [dim];potassium chloride;quintozene [pcnb];sodium chloride;sorbitol;fludioxonil [flu]	82-68-8;86386-73-4;50-99-7;7447-40-7;50-70-4;7647-14-5;93196-73-7	CHEBI:17234;CHEBI:7087;CHEBI:32588;CHEBI:26710	14	F:lipid synthesis and membrane integrity	F3:lipid peroxidation (proposed)	AH-fungicides (Aromatic Hydrocarbons) (chlorophenyls, nitroanilines)	aromatic hydrocarbons	quintozene (PCNB)	low/medium	Resistance known in some fungi. Low to medium risk. Cross resistance patterns complex due to different activity spectra.	ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		22349956: Luo YY, Yang JK, Zhu ML, Liu CJ, Li HY, Lu ZB, Pan WZ, Zhang ZH, Bi W, Zhang KQ. (2012). "The group III two-component histidine kinase AlHK1 is involved in fungicides resistance, osmosensitivity, spore production and impacts negatively pathogenicity in Alternaria longipes." Curr Microbiol 64(5): 449-456. 10.1007/s00284-012-0093-8.	2014-12-16
PHI:I1952	PHI:2482	Q09JB7	AlHK1	HK1	Two-component osmosensing histidine kinase	DQ887541;FJ687336	160389:Alternaria longipes		4097:Nicotiana tabacum (common tobacco) 	Dicot	GO:0016021:integral component of membrane; GO:0000155: phosphorelay sensor kinase activity		POO:0000004:increased virulence (hypervirulence)	In Vitro Growth:Wild Type;Penetration:Yes;Vegetative Spores:Reduced	glucose;n-(3,5-dichlorophenyl)succinimide [dim];potassium chloride;quintozene [pcnb];sodium chloride;sorbitol;fludioxonil [flu]	82-68-8;86386-73-4;50-99-7;7447-40-7;50-70-4;7647-14-5;93196-73-7	CHEBI:17234;CHEBI:7087;CHEBI:32588;CHEBI:26710	14	F:lipid synthesis and membrane integrity	F3:lipid peroxidation (proposed)	AH-fungicides (Aromatic Hydrocarbons) (chlorophenyls, nitroanilines)	aromatic hydrocarbons	quintozene (PCNB)	low/medium	Resistance known in some fungi. Low to medium risk. Cross resistance patterns complex due to different activity spectra.	ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		22349956: Luo YY, Yang JK, Zhu ML, Liu CJ, Li HY, Lu ZB, Pan WZ, Zhang ZH, Bi W, Zhang KQ. (2012). "The group III two-component histidine kinase AlHK1 is involved in fungicides resistance, osmosensitivity, spore production and impacts negatively pathogenicity in Alternaria longipes." Curr Microbiol 64(5): 449-456. 10.1007/s00284-012-0093-8.	2014-12-16
PHI:I1953	PHI:2483	A6SEF3	BcCCC2		Deleted.		40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot			POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes;In Vitro Growth:Wild Type;In Vitro Growth:Aberrant;Vegetative Spores:Reduced	copper	7440-50-8	CHEBI:28694	M1	M:multi-site contact activity	M:multi-site contact activity	inorganic	inorganic	copper (different salts)	low	Generally considered as a low risk group without any signs of resistance developing to the fungicides	ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20526618: Saitoh Y, Izumitsu K, Morita A, Tanaka C. (2010). "A copper-transporting ATPase BcCCC2 is necessary for pathogenicity of Botrytis cinerea." Mol Genet Genomics 284(1): 33-43. 10.1007/s00438-010-0545-4.	2014-12-16
PHI:I1954	PHI:2483	A6SEF3	BcCCC2		Deleted.		40559:Botrytis cinerea		3570:Dianthus caryophyllus (clove pink) 	Dicot			POO:0000001:loss of pathogenicity	In Vitro Growth:Wild Type;In Vitro Growth:Aberrant;Pre-penetration:Yes;Penetration:Yes;Vegetative Spores:Reduced	copper	7440-50-8	CHEBI:28694	M1	M:multi-site contact activity	M:multi-site contact activity	inorganic	inorganic	copper (different salts)	low	Generally considered as a low risk group without any signs of resistance developing to the fungicides	ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20526618: Saitoh Y, Izumitsu K, Morita A, Tanaka C. (2010). "A copper-transporting ATPase BcCCC2 is necessary for pathogenicity of Botrytis cinerea." Mol Genet Genomics 284(1): 33-43. 10.1007/s00438-010-0545-4.	2014-12-16
