New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I231	PHI:246	Q8J0E1	CPMK2	mk2	Mitogen-activated protein kinase (EC 2.7.11.24)	AJ320496	5111:Claviceps purpurea		4550:Secale cereale (rye) 	Monocot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Alayne Cuzick,Rothamsted Research		12406210: Mey G, Held K, Scheffer J, Tenberge KB, Tudzynski P. (2002). "CPMK2, an SLT2-homologous mitogen-activated protein (MAP) kinase, is essential for pathogenesis of Claviceps purpurea on rye: evidence for a second conserved pathogenesis-related MAP kinase cascade in phytopathogenic fungi." Mol Microbiol 46(2): 305-318. 10.1046/j.1365-2958.2002.03133.x.	2015-01-13
PHI:I232	PHI:247;PHI:437	P78607;P78608	CPPG1;CPPG2	pg1;pg2	Polygalacturonase;Polygalacturonase	Y10165;Y10165	5111:Claviceps purpurea;5111:Claviceps purpurea		4550:Secale cereale (rye) 	Monocot	GO:0005975:carbohydrate metabolic process; GO:0071555: cell wall organization; GO:0005576: extracellular region; GO:0004650: polygalacturonase activity;GO:0005975:carbohydrate metabolic process; GO:0071555: cell wall organization; GO:0005576: extracellular region; GO:0004650: polygalacturonase activity	GO:0009405(IGI):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Penetration:No;Pre-penetration:No												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Alayne Cuzick,Rothamsted Research		12135573: Oeser B, Heidrich PM, Müller U, Tudzynski P, Tenberge KB. (2002). "Polygalacturonase is a pathogenicity factor in the Claviceps purpurea/rye interaction." Fungal Genet Biol 36(3): 176-186. 10.1016/s1087-1845(02)00020-8.	2015-01-13
PHI:I233	PHI:249	Q9HFU3	CYP1	CYP1	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	AF293848	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003755:peptidyl-prolyl cis-trans isomerase activity; GO:0006457: protein folding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		11971145: Viaud MC, Balhadère PV, Talbot NJ. (2002). "A Magnaporthe grisea cyclophilin acts as a virulence determinant during plant infection." Plant Cell 14(4): 917-930. 10.1105/tpc.010389.	2015-01-13
PHI:I234	PHI:250	Q8NJQ3	DEC1	DEC1;COCC4DRAFT_155400	Decarboxylase DEC1 (EC 4.1.1.-)	AF525909;KB733525	5016:Bipolaris maydis		4577:Zea mays	Monocot	GO:0016831:carboxy-lyase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin		12236595: Rose MS, Yun SH, Asvarak T, Lu SW, Yoder OC, Turgeon BG. (2002). "A decarboxylase encoded at the Cochliobolus heterostrophus translocation-associated Tox1B locus is required for polyketide (T-toxin) biosynthesis and high virulence on T-cytoplasm maize." Mol Plant Microbe Interact 15(9): 883-893. 10.1094/mpmi.2002.15.9.883.	2015-01-13
PHI:I235	PHI:251	Q96VA7	FGA1	fga1	Guanine nucleotide-binding protein alpha subunit (Fragment)	AB072451	5507:Fusarium oxysporum		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005525:adenylate cyclase-activating G-protein coupled receptor signaling pathway; GO:0003924: GTPase activity; GO:0007189: GTP binding; GO:0004871: signal transducer activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000001:gene disruption	Thomas Baldwin;Andrew Beacham		12228810: Jain S, Akiyama K, Mae K, Ohguchi T, Takata R. (2002). "Targeted disruption of a G protein alpha subunit gene results in reduced pathogenicity in Fusarium oxysporum." Curr Genet 41(6): 407-413. 10.1007/s00294-002-0322-y.	2015-01-13
PHI:I236	PHI:252	Q5A7S7	FKH2	FKH2;FKH1;CaO19.12844;CaO19.5389	Fork-head transcriptional regulator 2	AACQ01000051;AACQ01000050	5476:Candida albicans	DOID:1508:candidiasis	9606:Homo sapiens (human) 	n\a	GO:0000902:cell morphogenesis; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:2000221: negative regulation of pseudohyphal growth; GO:0005634: nucleus; GO:0009405: pathogenesis; GO:0006357: regulation of transcription from RNA polymerase II promoter; GO:0043565: sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12455696: Bensen ES, Filler SG, Berman J. (2002). "A forkhead transcription factor is important for true hyphal as well as yeast morphogenesis in Candida albicans." Eukaryot Cell 1(5): 787-798. 10.1128/ec.1.5.787-798.2002.	2015-01-13
PHI:I237	PHI:253	Q9C1Q7	FOS1		Putative two-component histidine kinase Fos-1	AF257496	746128:Aspergillus fumigatus	DOID:13564:aspergillosis	10090:Mus musculus (house mouse) 	n\a	GO:0016020:membrane; GO:0000155: phosphorelay sensor kinase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion	Thomas Baldwin		12146755: Clemons KV, Miller TK, Selitrennikoff CP, Stevens DA. (2002). "fos-1, a putative histidine kinase as a virulence factor for systemic aspergillosis." Med Mycol 40(3): 259-262. 10.1080/mmy.40.3.259.262.	2015-01-13
PHI:I238	PHI:254	Q8TGD1	FOW1	FOW1	Putative mitochondrial carrier protein	AB078975	5507:Fusarium oxysporum		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0015742:alpha-ketoglutarate transport; GO:0016021: integral component of membrane; GO:0006843: mitochondrial citrate transport; GO:0000002: mitochondrial genome maintenance; GO:0042645: mitochondrial nucleoid; GO:0005371: tricarboxylate secondary active transmembrane transporter activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	Vegetative Spores:Wild Type;In Vitro Growth:Wild Type												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Andrew Beacham		12172028: Inoue I, Namiki F, Tsuge T. (2002). "Plant colonization by the vascular wilt fungus Fusarium oxysporum requires FOW1, a gene encoding a mitochondrial protein." Plant Cell 14(8): 1869-1883. 10.1105/tpc.002576.	2015-01-13
PHI:I239	PHI:255	Q9Y8A2	FUM1 (FUM5)	FUM1	Fum1p	AF155773	5127:Fusarium fujikuroi		4530:Oryza sativa (rice) 	Monocot	GO:0016491:oxidoreductase activity; GO:0016747: transferase activity, transferring acyl groups other than amino-acyl groups; GO:0008270: zinc ion binding		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption	Thomas Baldwin		12423021: Desjardins AE, Munkvold GP, Plattner RD, Proctor RH. (2002). "FUM1--a gene required for fumonisin biosynthesis but not for maize ear rot and ear infection by Gibberella moniliformis in field tests." Mol Plant Microbe Interact 15(11): 1157-1164. 10.1094/mpmi.2002.15.11.1157.	2015-01-13
PHI:I240	PHI:256	Q96TN6	GAS1	MAS3	ASG1 (MAS3 protein)	AF363065;AF433133	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot		GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000002:reduced virulence	Penetration:Yes;Pre-penetration:No;In Vitro Growth:Wild Type;Vegetative Spores:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		12215509: Xue C, Park G, Choi W, Zheng L, Dean RA, Xu JR. (2002). "Two novel fungal virulence genes specifically expressed in appressoria of the rice blast fungus." Plant Cell 14(9): 2107-2119. 10.1105/tpc.003426.	2015-01-13
PHI:I241	PHI:257	Q9P470	GAS2	MAS1	MAS1 protein	AF264035	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot		GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000002:reduced virulence	Penetration:Yes;Pre-penetration:No;In Vitro Growth:Wild Type;Vegetative Spores:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		12215509: Xue C, Park G, Choi W, Zheng L, Dean RA, Xu JR. (2002). "Two novel fungal virulence genes specifically expressed in appressoria of the rice blast fungus." Plant Cell 14(9): 2107-2119. 10.1105/tpc.003426.	2015-01-13
PHI:I242	PHI:258	Q96WW9	GPABC1	abc1	ABC-transporter	AJ306607	5128:Fusarium sambucinum		4113:Solanum tuberosum (potato) 	Dicot	GO:0005524:ATPase activity, coupled to transmembrane movement of substances; GO:0042626: ATP binding; GO:0016021: integral component of membrane	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		11876422: Fleissner A, Sopalla C, Weltring KM. (2002). "An ATP-binding cassette multidrug-resistance transporter is necessary for tolerance of Gibberella pulicaris to phytoalexins and virulence on potato tubers." Mol Plant Microbe Interact 15(2): 102-108. 10.1094/mpmi.2002.15.2.102.	2015-01-13
PHI:I243	PHI:259	Q8TGB2	GPI7	LAS21;GPI7;CaO19.11547;CaO19.4064	GPI ethanolamine phosphate transferase 2 (EC 2.-.-.-) (Glycosylphosphatidylinositol-anchor biosynthesis protein 7)	AF348498;AACQ01000242;AACQ01000243	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0006506:cellular response to starvation; GO:0006505: endoplasmic reticulum membrane; GO:0009267: filamentous growth; GO:0005789: filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0030447: filamentous growth of a population of unicellular organisms in response to starvation; GO:0036180: GPI anchor biosynthetic process; GO:0036170: GPI anchor metabolic process; GO:0016021: integral component of membrane; GO:0009405: pathogenesis; GO:0016740: transferase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		11994163: Richard M, Ibata-Ombetta S, Dromer F, Bordon-Pallier F, Jouault T, Gaillardin C. (2002). "Complete glycosylphosphatidylinositol anchors are required in Candida albicans for full morphogenesis, virulence and resistance to macrophages." Mol Microbiol 44(3): 841-853. 10.1046/j.1365-2958.2002.02926.x.	2015-01-13
PHI:I244	PHI:260	Q8TG10	HDA1	hda1	Histone deacetylase (EC 3.5.1.98)	AF495526	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0032041:NAD-dependent histone deacetylase activity (H3-K14 specific); GO:0097372: NAD-dependent histone deacetylase activity (H3-K18 specific); GO:0046969: NAD-dependent histone deacetylase activity (H3-K9 specific); GO:0046970: NAD-dependent histone deacetylase activity (H4-K16 specific); GO:0005634: nucleus; GO:0006355: regulation of transcription, DNA-templated; GO:0006351: transcription, DNA-templated		POO:0000003:unaffected pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		12421320: Reichmann M, Jamnischek A, Weinzierl G, Ladendorf O, Huber S, Kahmann R, Kämper J. (2002). "The histone deacetylase Hda1 from Ustilago maydis is essential for teliospore development." Mol Microbiol 46(4): 1169-1182. 10.1046/j.1365-2958.2002.03238.x.;12553933: Torreblanca J, Stumpferl S, Basse CW. (2003). "Histone deacetylase Hda1 acts as repressor of the Ustilago maydis biotrophic marker gene mig1." Fungal Genet Biol 38(1): 22-32. 10.1016/s1087-1845(02)00505-4.	2015-01-13
PHI:I245	PHI:261	Q86ZF1	ICL1	ICL1	Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1)	AY118108	5022:Leptosphaeria maculans		3708:Brassica napus (rape) 	Dicot	GO:0006097:glyoxylate cycle; GO:0004451: isocitrate lyase activity; GO:0005777: peroxisome; GO:0006099: tricarboxylic acid cycle	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Alayne Cuzick,Rothamsted Research		12455691: Idnurm A, Howlett BJ. (2002). "Isocitrate lyase is essential for pathogenicity of the fungus Leptosphaeria maculans to canola (Brassica napus)." Eukaryot Cell 1(5): 719-724. 10.1128/ec.1.5.719-724.2002.	2015-01-13
PHI:I246	PHI:262	Q59VQ3	MAD2	MAD2;CaO19.1040;CaO19.8642	Spindle assembly checkpoint component MAD2	AACQ01000121;AACQ01000120	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0035690:cellular response to drug; GO:0034599: cellular response to oxidative stress; GO:0044119: growth of symbiont in host cell; GO:0000776: kinetochore; GO:0000070: mitotic sister chromatid segregation; GO:0007094: mitotic spindle assembly checkpoint; GO:0005634: nucleus; GO:0009405: pathogenesis	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin		12100546: Bai C, Ramanan N, Wang YM, Wang Y. (2002). "Spindle assembly checkpoint component CaMad2p is indispensable for Candida albicans survival and virulence in mice." Mol Microbiol 45(1): 31-44. 10.1046/j.1365-2958.2002.02995.x.	2015-01-13
PHI:I247	PHI:263	Q8X125	MAF1	MAF1	Mitogen-activated protein kinase (EC 2.7.11.24)	AY064246	5462:Colletotrichum lagenaria		3659:Cucumis sativus (cucumber) 	Dicot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	In Vitro Growth:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		12481999: Kojima K, Kikuchi T, Takano Y, Oshiro E, Okuno T. (2002). "The mitogen-activated protein kinase gene MAF1 is essential for the early differentiation phase of appressorium formation in Colletotrichum lagenarium." Mol Plant Microbe Interact 15(12): 1268-1276. 10.1094/mpmi.2002.15.12.1268.	2015-01-13
PHI:I248	PHI:264	Q8J0T6	MDS3	MDS3	Mds3p (Fragment)	AY150166	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12524333: Davis DA, Bruno VM, Loza L, Filler SG, Mitchell AP. (2002). "Candida albicans Mds3p, a conserved regulator of pH responses and virulence identified through insertional mutagenesis." Genetics 162(4): 1573-1581. .	2015-01-13
PHI:I249	PHI:265	Q8TG24	MET3	MET3;CNAG_04215	Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	AF489498;AY035556;CP003828	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:adenylylsulfate kinase activity; GO:0004020: ATP binding; GO:0019344: cysteine biosynthetic process; GO:0005737: cytoplasm; GO:0070814: hydrogen sulfide biosynthetic process; GO:0009086: methionine biosynthetic process; GO:0004781: sulfate adenylyltransferase (ATP) activity; GO:0000103: sulfate assimilation	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity	In Vitro Growth:Reduced												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		12177356: Yang Z, Pascon RC, Alspaugh A, Cox GM, McCusker JH. (2002). "Molecular and genetic analysis of the Cryptococcus neoformans MET3 gene and a met3 mutant." Microbiology 148(pt 8): 2617-2625. .	2015-01-13
PHI:I250	PHI:266	Q8TG19	MGV1	MGV1;FG05_10313	Mitogen-activated protein kinase (EC 2.7.11.24)	AF492766;HG970332;JATU01000042	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Andrew Beacham;Alayne Cuzick,Rothamsted Research		12423017: Hou Z, Xue C, Peng Y, Katan T, Kistler HC, Xu JR. (2002). "A mitogen-activated protein kinase gene (MGV1) in Fusarium graminearum is required for female fertility, heterokaryon formation, and plant infection." Mol Plant Microbe Interact 15(11): 1119-1127. 10.1094/mpmi.2002.15.11.1119.	2015-01-13
PHI:I251	PHI:266	Q8TG19	MGV1	MGV1;FG05_10313	Mitogen-activated protein kinase (EC 2.7.11.24)	AF492766;HG970332;JATU01000042	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Andrew Beacham;Alayne Cuzick,Rothamsted Research		17253976: Ramamoorthy V, Zhao X, Snyder AK, Xu JR, Shah DM. (2007). "Two mitogen-activated protein kinase signalling cascades mediate basal resistance to antifungal plant defensins in Fusarium graminearum." Cell Microbiol 9(6): 1491-1506. 10.1111/j.1462-5822.2006.00887.x.	2015-01-13
PHI:I252	PHI:266	Q8TG19	MGV1	MGV1;FG05_10313	Mitogen-activated protein kinase (EC 2.7.11.24)	AF492766;HG970332;JATU01000042	229533:Fusarium graminearum PH-1		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Andrew Beacham;Alayne Cuzick,Rothamsted Research		17253976: Ramamoorthy V, Zhao X, Snyder AK, Xu JR, Shah DM. (2007). "Two mitogen-activated protein kinase signalling cascades mediate basal resistance to antifungal plant defensins in Fusarium graminearum." Cell Microbiol 9(6): 1491-1506. 10.1111/j.1462-5822.2006.00887.x.	2015-01-13
PHI:I253	PHI:266	Q8TG19	MGV1	MGV1;FG05_10313	Mitogen-activated protein kinase (EC 2.7.11.24)	AF492766;HG970332;JATU01000042	229533:Fusarium graminearum PH-1		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Andrew Beacham;Alayne Cuzick,Rothamsted Research		17253976: Ramamoorthy V, Zhao X, Snyder AK, Xu JR, Shah DM. (2007). "Two mitogen-activated protein kinase signalling cascades mediate basal resistance to antifungal plant defensins in Fusarium graminearum." Cell Microbiol 9(6): 1491-1506. 10.1111/j.1462-5822.2006.00887.x.	2015-01-13
PHI:I254	PHI:266	Q8TG19	MGV1	MGV1;FG05_10313	Mitogen-activated protein kinase (EC 2.7.11.24)	AF492766;HG970332;JATU01000042	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot	GO:0005524:ATP binding; GO:0004707: MAP kinase activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Andrew Beacham;Alayne Cuzick,Rothamsted Research		17253976: Ramamoorthy V, Zhao X, Snyder AK, Xu JR, Shah DM. (2007). "Two mitogen-activated protein kinase signalling cascades mediate basal resistance to antifungal plant defensins in Fusarium graminearum." Cell Microbiol 9(6): 1491-1506. 10.1111/j.1462-5822.2006.00887.x.	2015-01-13
PHI:I255	PHI:267	Q9UW87	MLT1	MLT1	MRP-like transporter	AF110027	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATPase activity, coupled to transmembrane movement of substances; GO:0042626: ATP binding; GO:0016021: integral component of membrane	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		11929516: Theiss S, Kretschmar M, Nichterlein T, Hof H, Agabian N, Hacker J, Köhler GA. (2002). "Functional analysis of a vacuolar ABC transporter in wild-type Candida albicans reveals its involvement in virulence." Mol Microbiol 43(3): 571-584. 10.1046/j.1365-2958.2002.02769.x.	2015-01-13
PHI:I256	PHI:268	Q96UQ9	MST12		Mst12	AF432913	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:No;Vegetative Spores:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research;Thomas Baldwin		11952120: Park G, Xue C, Zheng L, Lam S, Xu JR. (2002). "MST12 regulates infectious growth but not appressorium formation in the rice blast fungus Magnaporthe grisea." Mol Plant Microbe Interact 15(3): 183-192. 10.1094/mpmi.2002.15.3.183.	2015-01-13
PHI:I257	PHI:269	Q875L5	RAS2	ras2	Small G-protein Ras2	AY149916	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0005525:GTP binding; GO:0006184: GTP catabolic process; GO:0016020: membrane; GO:0007264: small GTPase mediated signal transduction	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12477796: Lee N, Kronstad JW. (2002). "ras2 Controls morphogenesis, pheromone response, and pathogenicity in the fungal pathogen Ustilago maydis." Eukaryot Cell 1(6): 954-966. 10.1128/ec.1.6.954-966.2002.	2015-01-13
PHI:I258	PHI:270	O42825	RHO1	RHO1;CaO19.10362;CaO19.2843	GTP-binding protein RHO1	D86430;AACQ01000080;AACQ01000079	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0006075:(1->3)-beta-D-glucan biosynthetic process; GO:0005525: cellular bud tip; GO:0006184: cellular response to drug; GO:0003924: cytokinetic cell separation; GO:0007266: establishment of cell polarity; GO:0005934: GTPase activity; GO:0035690: GTP binding; GO:0000920: GTP catabolic process; GO:0030010: hyphal growth; GO:0030448: hyphal tip; GO:0001411: intracellular; GO:0005622: plasma membrane; GO:0005886: Rho protein signal transduction; GO:0004871: signal transducer activity; GO:0007264: small GTPase mediated signal transduction	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption	Thomas Baldwin		12702298: Smith SE, Csank C, Reyes G, Ghannoum MA, Berlin V. (2002). "Candida albicans RHO1 is required for cell viability in vitro and in vivo." FEMS Yeast Res 2(2): 103-111. 10.1016/s1567-1356(02)00078-8.	2015-01-13
PHI:I259	PHI:271	O59924	SOD1	SOD1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	AF046872	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005829:cytosol; GO:0046872: metal ion binding; GO:0004784: superoxide dismutase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12427960: Hwang CS, Rhie GE, Oh JH, Huh WK, Yim HS, Kang SO. (2002). "Copper- and zinc-containing superoxide dismutase (Cu/ZnSOD) is required for the protection of Candida albicans against oxidative stresses and the expression of its full virulence." Microbiology 148(pt 11): 3705-3713. .	2015-01-13
PHI:I260	PHI:272	Q96V71	SOWgp	SOWgp82	Spherule outer wall glycoprotein	AF308873	5501:Coccidioides immitis	DOID:13450:coccidioidomycosis	10090:Mus musculus (house mouse) 	n\a		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;John Antoniw		12065484: Hung CY, Yu JJ, Seshan KR, Reichard U, Cole GT. (2002). "A parasitic phase-specific adhesin of Coccidioides immitis contributes to the virulence of this respiratory Fungal pathogen." Infect Immun 70(7): 3443-3456. 10.1128/iai.70.7.3443-3456.2002.	2015-01-13
PHI:I261	PHI:273	Q9Y7E5	SPT3	SPT3	Transcription factor Spt3	AF142757	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0006366:transcription from RNA polymerase II promoter	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000002:gene deletion	Thomas Baldwin		12072450: Laprade L, Boyartchuk VL, Dietrich WF, Winston F. (2002). "Spt3 plays opposite roles in filamentous growth in Saccharomyces cerevisiae and Candida albicans and is required for C. albicans virulence." Genetics 161(2): 509-519. .	2015-01-13
PHI:I262	PHI:274	Q7LJU0	USX1	UXS1	UDP-xylose synthase	AY094581	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0048040:coenzyme binding; GO:0050662: UDP-glucuronate decarboxylase activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		12139628: Moyrand F, Klaproth B, Himmelreich U, Dromer F, Janbon G. (2002). "Isolation and characterization of capsule structure mutant strains of Cryptococcus neoformans." Mol Microbiol 45(3): 837-849. 10.1046/j.1365-2958.2002.03059.x.	2015-01-13
PHI:I263	PHI:275	Q8NKE2	AOX1	AOX1;CNAG_00162	Alternative oxidase, mitochondrial (EC 1.-.-.-)	AF502293;CP003820	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0009916:alternative oxidase activity; GO:0016021: integral component of membrane; GO:0046872: metal ion binding; GO:0005743: mitochondrial inner membrane; GO:0070469: respiratory chain	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		14500501: Akhter S, McDade HC, Gorlach JM, Heinrich G, Cox GM, Perfect JR. (2003). "Role of alternative oxidase gene in pathogenesis of Cryptococcus neoformans." Infect Immun 71(10): 5794-5802. 10.1128/iai.71.10.5794-5802.2003.	2015-01-13
PHI:I264	PHI:276	P49603	Bcchs1	chs1	Chitin synthase 1 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 1) (Class-I chitin synthase 1) (Fragment)	X77937	40559:Botrytis cinerea		3603:Vitis	Dicot	GO:0071555:cell wall organization; GO:0006031: chitin biosynthetic process; GO:0004100: chitin synthase activity; GO:0016021: integral component of membrane; GO:0005886: plasma membrane	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin		12948512: Soulié MC, Piffeteau A, Choquer M, Boccara M, Vidal-Cros A. (2003). "Disruption of Botrytis cinerea class I chitin synthase gene Bcchs1 results in cell wall weakening and reduced virulence." Fungal Genet Biol 40(1): 38-46. 10.1016/s1087-1845(03)00065-3.	2015-01-13
