Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element	Known interacting protein(s) in the pathogen	Interacting protein - locus ID	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 3113	PHI:2541	Uniprot	Q4WGR1		XP_748918	Af293 	OLE1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Stearoyl-CoA desaturase	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3114	PHI:2542	Uniprot	Q4WP25		XP_752047	Af293 	ERG12	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Mavalonate kinase	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3115	PHI:2543	Uniprot	Q4WLS1		XP_751131	Af293 	GCD6	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Translation initiation factor eIF2B	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3116	PHI:2544	Uniprot	Q4WK03		XP_750167	Af293 	PAB1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Poly(A)-binding protein of cytoplasm and nucleus	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3117	PHI:2545	Uniprot	Q4X1I3		XP_755320	Af293 	TIF35	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Translation initiation factor eIF3	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3118	PHI:2546	Uniprot	Q4WKJ9		XP_749971	Af293 	BRX1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Protein required for rRNA maturation	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3119	PHI:2547	Uniprot	Q4WHH1		XP_749672	Af293 	ESF1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Protein required for 18S rRNA biogenesis	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3120	PHI:2548	Uniprot	Q4X132		XP_755471	Af293 	KRR1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Component of 90S preribosomal particles	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3121	PHI:2549	Uniprot	Q4WMS3		XP_750779	Af293 	MAK5	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Probable RNA-helicase of the DEAD box family	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3122	PHI:2550	Uniprot	Q4WES1		XP_747944	Af293 	NOB1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Essential protein that functions in 20S proteasome maturation and 26S proteasome assembly, component of pre-40S ribosomal particle	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3123	PHI:2551	Uniprot	Q4WZG4		XP_756039	Af293 	NOC3	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Protein involved in biogenesis of the 60S ribosomal subunit	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3124	PHI:2552	Uniprot	Q4WNM3		XP_752199	Af293 	NOP4	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype	Lethal pathogen phenotype			Lethal pathogen phenotype	Nucleolar protein required for ribosome biogenesis	no data found	no data found	no data found	lethal	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3125	PHI:2530	Uniprot	Q4WKG5		XP_750005	Af293 	TUB1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	Tubulin alpha-1 chain	no data found	no data found	no data found	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3126	PHI:2527	Uniprot	Q4X0M4		XP_755629	Af293 	SEC31	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	Initiation of germ tubes	no data found	no data found	no data found	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3127	PHI:2543	Uniprot	Q4WLS1		XP_751131	Af293 	GCD6	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	Translation initiation factor eIF2B	no data found	no data found	no data found	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3128	PHI:2513	Uniprot	E9R5E2		XP_750525	Af293 	GFA1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	Glutamine-fructose-6-phosphate aminotransferase	no data found	no data found	no data found	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3129	PHI:2538	Uniprot	Q4WXL8		XP_754623	Af293	AUR1	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	Phosphatidyl-inositol:ceramide phosphoinositol transferase	no data found	no data found	no data found	unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3130	PHI:2536	Uniprot	Q4WU51		XP_753913	Af293	MET2	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	Homoserine O-acetyl-transferase	no data found	no data found	no data found	unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	altered gene expression / gene regulation		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3131	PHI:2534	Uniprot	Q4WNT5		XP_752137	Af293	ERG11A	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	14 alpha-demethylase	no data found	no data found	no data found	unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene disruption		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3132	PHI:2535	Uniprot	E9QY26		XP_749134.1	Af293	ERG11B 	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	14 alpha-demethylase	no data found	no data found	no data found	unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene disruption		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3133	PHI:2534	Uniprot	Q4WNT5		XP_752137	Af293	ERG11A	no data found					PHI:2535	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	14 alpha-demethylase	no data found	no data found	no data found	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene disruption		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3134	PHI:2535	Uniprot	E9QY26		XP_749134.1	Af293	ERG11B 	no data found					PHI:2534	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	Immunocompromised murine model for systemic infection using CD-1 male mice			Systemic infection	14 alpha-demethylase	no data found	no data found	no data found	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene disruption		na	AR	17352532	Pubmed	10.1371/journal.ppat.0030024	no comments
Record 3135	PHI:2597	Uniprot	Q59PW0 		EAK92503	SC5314	Pir32	no data found					no	5476	Candida albicans	no data found	RM1000	Disseminated candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			no data found	Cell wall integrity	no data found	no data found	no data found	increased virulence (hypervirulence)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	increased	no data found	Sodium Lauryl Sulfate; Hydrogen peroxide;  Sodium chloride	Sodium Lauryl Sulfate: 151-21-3 ; Hydrogen peroxide: 7722-84-1;  Sodium chloride: 7647-14-5	no data found			no data found	gene deletion: full		na	RP	22391823	Pubmed	10.1007/s11046-012-9533-z	Mutant was shown to be resistant to sodium dodecyl sulfate, hydrogen peroxide, sodium chloride.
Record 3136	PHI:2596	Uniprot	Q59MD2		EAK91630.1	SC5314	UME6	no data found					no	5476	Candida albicans	no data found	DK318	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			kidney	Transcriptional regulator	no data found	no data found	RFG1-TUP1 and NRG1- TUP1 ﬁlamentous growth regulatory pathways	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	defective	defective	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	18216277	Pubmed	10.1091/mbc.E07–11–1110	no comments
Record 3137	PHI:2598	Uniprot	Q5AMH6		EAL04005	SC5314	Cas5	no data found					no	5476	Candida albicans	no data found	DAY185	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			kidney; spleen	Transcriptional regulator of genes involved in cell wall integrity	no data found	no data found	no data found	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	19463063	Pubmed	10.1086/599363	no comments
Record 3138	PHI:2538	Uniprot	Q5AMH6		EAL04005	SC5314	Cas5	no data found					no	5476	Candida albicans	no data found	DAY185	Candidiasis	Flies	7227	Drosophila melanogaster (related: Fruit fly)	Toll mutant ﬂies			kidney; spleen	Transcriptional regulator of genes involved in cell wall integrity	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	19463063	Pubmed	10.1086/599363	no comments
Record 3139	PHI:2595	Uniprot	P43079		AAA64692.1	SC5314 / ATCC MYA-2876	cph1	no data found					PHI:2540	5476	Candida albicans	237561	SC5314	Candidiasis	Bony fishes	7955	Danio rerio (related: Zebrafish)	no data found			embryos; adults	Transcription factor controlling morphogenesis	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	20308295	Pubmed	10.1128/IAI.01293-09	no comments
Record 3140	PHI:2604	Uniprot	Q59X67		EAK95160.1	SC5314	efg1	no data found					PHI:2539	5476	Candida albicans	237561	SC5314	Candidiasis	Bony fishes	7955	Danio rerio (related: Zebrafish)	no data found			embryos; adults	Transcription factor controlling morphogenesis	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	20308295	Pubmed	10.1128/IAI.01293-09	no comments
Record 3141	PHI:2605	Uniprot	Q5ABE2 		EAK99984.1	SC5314	hgc1	no data found					no	5476	Candida albicans	237561	SC5314	Candidiasis	Bony fishes	7955	Danio rerio (related: Zebrafish)	no data found			embryos; adults	Hypha-speciﬁc G1 cyclin-related protein	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	20308295	Pubmed	10.1128/IAI.01293-09	no comments
Record 3142	PHI:2602	Uniprot	Q59Y20		EAK95409	SC5314	Dse1	no data found					no	5476	Candida albicans	no data found	RM1000	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			no data found	Cell wall protein involved in cell wall metabolism	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	yes	no data found	no data found	no data found	aberrant	no data found	7-Diethylamino-4-methylcoumarin; Sodium Lauryl Sulfate; Hydrogen peroxide	7-Diethylamino-4-methylcoumarin: 91-44-1; Sodium Lauryl Sulfate: 151-21-3 ; Hydrogen peroxide: 7722-84-1	no data found			no data found	gene deletion: full		na	RP	21760783	Pubmed	10.1155/2011/504280	The heterozygote mutant exhibited increased susceptibility to calcoﬂuor white, a cell wall disrupting agent, and decreased oxidative stress tolerance
Record 3143	PHI:2603	Uniprot	Q5A5U4		EAK98052.1	SC5314	Rhd3/Pga29	Chromosome 4					no	5476	Candida albicans	237561	SC5314	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			no data found	Cell wall protein	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	20533408	Pubmed	10.1002/yea.1790	no comments
Record 3144	PHI:2606	Uniprot	Q5A753		EAK98608.1	SC5314	Opy2	no data found					no	5476	Candida albicans	no data found	CAF2	Candidiasis	Moths	7137	Galleria mellonella (related: Greater wax moth)	no data found			larvae	Transmembrane protein	no data found	no data found	MAPK pathway	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Congo red	Congo red: 573-58-0	no data found			no data found	gene deletion: full; gene complementation		na	RP	23149115	Pubmed	10.1016/j.fgb.2012.11.001	Mutant strains are more susceptible to congo red
Record 3145	PHI:2607	Uniprot	Q4WXK4		Afu3g09820	Af293	DvrA	no data found					no	746128	Aspergillus fumigatus	330879	Af293 	Invasive pulmonary aspergillosis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c mice			lungs	Putative C2H2 transcription factor	no data found	no data found	no data found	increased virulence (hypervirulence)	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Nikkomycin	Nikkomycin: 59456-70-1	no data found			no data found	gene disruption; gene complementation		na	RP	20675576	Pubmed	10.1128/EC.00055-10	The mutant is resistant to nikkomycin Z, suggesting an altered cell wall composition
Record 3146	PHI:2607	Uniprot	Q4WXK4		Afu3g09820	Af293	DvrA	no data found					no	746128	Aspergillus fumigatus	330879	Af293 	Invasive pulmonary aspergillosis	Moths	7137	Galleria mellonella (related: Greater wax moth)	no data found			larvae	Putative C2H2 transcription factor	no data found	no data found	no data found	increased virulence (hypervirulence)	no data found	no data found	no data found	no data found	no data found	wild type	no data found	wild type	wild type	Nikkomycin	Nikkomycin: 59456-70-1	no data found			no data found	gene disruption; gene complementation		na	RP	20675576	Pubmed	10.1128/EC.00055-10	The mutant is resistant to nikkomycin Z, suggesting an altered cell wall composition
Record 3147	PHI:2608	Uniprot	Q59PF9		EAK92376.1	SC5314	HWP2	no data found					no	5476	Candida albicans	no data found	RM1000	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			no data found	Putative GPI-anchored cell wall protein	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	yes	no data found	no data found	no data found	reduced	no data found	Fluconazole; Voriconazole;  Ketoconazole; Itraconazole; Amphotericin B; Caspofungin	Fluconazole:  86386-73-4; Voriconazole: 137234-62-9;  Ketoconazole: 65277-42-1; Itraconazole:  84625-61-6; Amphotericin B: 1397-89-3; Caspofungin: 162808-62-0	no data found			no data found	gene deletion: full; gene complementation		na	RP	19616419	Pubmed	10.1016/j.micres.2009.03.006	No signiﬁcant discrepancy amongst the three strains was noted for all six drugs tested ( p< 0.05)
Record 3148	PHI:2594	Uniprot	Q59ZX1		XP_715022.1 	SC5314 / ATCC MYA-2876	SET3	no data found					no	5476	Candida albicans	no data found	SN152	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			kidney	Histone Deacetylase Complex	no data found	no data found	cAMP/PKA Signaling	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	aberrant	no data found	Adenine; Glycerin	Adenine: 73-24-5; Glycerin: 56-81-5	no data found			no data found	gene deletion: full; gene complementation		na	RP	20485517	Pubmed	10.1371/journal.p pat.1000889	Adenine and glycerol were able to reverse the mutant effects of hyperfilamentation
Record 3149	PHI:3497	Uniprot	O42766 		AAB96910.2	SC5314	Bmh1p	no data found					no	5476	Candida albicans	no data found	BWP17	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			kidney; spleen	Multifunctional signal-modulating	no data found	no data found	Several pathways implicated	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	gene mutation: characterised		na	RP	19372164	Pubmed	10.1099/mic.0.027532-0	no comments
Record 3150	PHI:2599	Uniprot	Q5AAL9		EAK99714.1	SC5314	IFF4	no data found					no	5476	Candida albicans	no data found	BWP17	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	Swiss white mice			kidney; spleen	GPI protein	no data found	no data found	no data found	reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	19347602	Pubmed	10.1007/s11046-009-9201-0	no comments
Record 3151	PHI:2601	Uniprot	P83774		EAK93295.1	SC5314	Asc1	no data found					no	5476	Candida albicans	no data found	BWP17	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			no data found	Component of the 40S ribosomal subunit	no data found	no data found	no data found	loss of pathogenicity	no data found	yes	no data found	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	21221944	Pubmed	10.1007/s12275-010-0422-1	no comments
Record 3152	PHI:2600	Uniprot	J9VI93	Broad	CNAG_00193.2	H99	Gat1	no data found					no	5207	Cryptococcus neoformans	235443	H99	Meningoencephalitis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			no data found	Zinc ﬁnger containing transcriptional regulators	no data found	no data found	no data found	unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced 	no data found	no data found	no data found	no data found			no data found	gene disruption; gene complementation		na	RP	20673806	Pubmed	10.1016/j.fgb.2010.07.011	The gat1 mutant exhibited impaired growth on all amino acids tested as sole nitrogen sources, with the exception of arginine and proline. 
Record 3153	PHI:2611	Uniprot	Q5AA09		EAK99572.1	SC5314	Pga26	no data found					no	5476	Candida albicans		CAI4	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	SWISS CD-1			no data found	Small cell wall protein	no data found	no data found	no data found	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	increased; aberrant	no data found	7-Diethylamino-4-methylcoumarin; Congo red; Zymolyase ; Caspofungin; Fluconazole; Posaconazole;  Amphotericin B; Hydrogen peroxide; Calcium chloride anhydrous	7-Diethylamino-4-methylcoumarin: 91-44-1; Congo red: 573-58-0; Zymolyase: 37340-57-1; Caspofungin: 162808-62-0; Fluconazole: 86386-73-4; Posaconazole: 171228-49-2;  Amphotericin B: 1397-89-3; Hydrogen peroxide: 7722-84-1; Calcium chloride anhydrous: 10043-52-4	no data found			no data found	gene disruption; gene complementation		na	RP	21439008	Pubmed	10.1111/j.1567-1364.2011.00727.x	pga26 disruption mutants show increased susceptibilit y to antifungals (ﬂuconazol, posaconazol or amphotericin B) that target the plasma membrane and have altered sensitivities to env ironmental (heat, osmotic and oxidative) and cell wall stresses
Record 3154	PHI:2553	Uniprot	Q5AG40		EAL01811.1	SC5314	VPS4	no data found					no	5476	Candida albicans	237561	SC5314	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			kidney	Pre-vacuolar protein sorting gene 	no data found	no data found	Pre-vacuolar secretory pathway	loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	18814053	Pubmed	10.1007/s11046-008-9155-7	no comments
Record 3155	PHI:2554	Uniprot	Q59Z32		EAK95753.1	SC5314	Rck2	no data found					no	5476	Candida albicans		RM1000	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			kidney	Hog1p-MAP kinase-activated protein kinase	no data found	no data found	Mitogen-activated protein (MAP) kinase	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Congo red; 7-Diethylamino-4-methylcoumarin; Zymolyase; Sodium Lauryl Sulfate (SDS); Caspofungin	Congo red: 573-58-0; 7-Diethylamino-4-methylcoumarin: 91-44-1; Zymolyase: 37340-57-1; Sodium Lauryl Sulfate: 151-21-3; Caspofungin: 162808-62-0	cytosol; nucleus			no data found	gene deletion: full; gene complementation		na	RP	20402792	Pubmed	10.1111/j.1 567-1364.2010.00 626.x	Deletion of CaRCK2 renders C. albicans cells sensitive to, and CaRck2p translocates from the cytosol to the nucleus in response to, cell wall stresses caused by Congo red, Calcoﬂor White, elevated heat and zymolyase.
Record 3156	PHI:2555	Uniprot	Q59Z29		XP_714862.1	SC5314	CaAFT2	no data found					no	5476	Candida albicans		BWP17	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	ICR			no data found	Transcription factor in ferric reductase activity	no data found	no data found	Iron-regulated pathway(s)	reduced virulence	no data found	yes	no data found	no data found	no data found	no data found	no data found	aberrant	no data found	no data found	no data found	no data found			no data found	gene deletion: full; gene complementation		na	RP	20595261	Pubmed	10.1099/mic.0.037978-0	no comments
Record 3157	PHI:2556	Uniprot	Q5AKA8		EAL03042.1	SC5314	GLN3	no data found					no	5476	Candida albicans		CAI4	Candidiasis	Rodents	10090	Mus musculus (related: House mouse)	BALB/c			no data found	Global regulator of nitrogen metabolism and virulence	no data found	no data found	TOR kinase signaling pathway	reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Sirolimus	53123-88-9	no data found			no data found	gene deletion: full; gene complementation		na	RP	17950010	Pubmed	10.1016/j.fgb.2007.08.006	gln3 mutants were nonﬁlamentous when the nitrogen source was either ammonium or urea
