Record ID	PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
Record 3235	PHI:2624	Uniprot	P07637	Genbank	AAA27028 	no data found	aroA	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3236	PHI:2625	Uniprot	P65882	Genbank	AAL23186	LT2	purA	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3237	PHI:2626	Uniprot	D0ZWR8	Genbank	AAC44300 	no data found	spiC	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3238	PHI:2627	Uniprot	P74855	Genbank	CAA70535	LT2	ssaM	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3239	PHI:2628	Uniprot	P21454	Genbank	CAA78760	TML R66	spvB	no data found					no	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3240	PHI:2622	Uniprot	Q7BVH7	Genbank	CAA12185	LT2	sseB	no data found					PHI:2623	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3241	PHI:2624	Uniprot	P07637	Genbank	AAA27028 	no data found	aroA	no data found					PHI:2622	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3242	PHI:2622	Uniprot	Q7BVH7	Genbank	CAA12185	LT2	sseB	no data found					PHI:2625	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3243	PHI:2625	Uniprot	P65882	Genbank	AAL23186	LT2	purA	no data found					PHI:2622	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3244	PHI:2623	Uniprot	Q8ZNG2	Genbank	AAL21188	LT2	sseL	no data found					PHI:2628	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3245	PHI:2628	Uniprot	P21454	Genbank	CAA78760	TML R66	spvB	no data found					PHI:2623	90371	Salmonella enterica serovar Typhimurium	no data found	NCTC S12023	Food poisoning	animal	10090	Mouse	C57BL/6			spleen; liver	Pathogenicity island	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23236281	Pubmed	10.1371/journal.ppat.1003070	The parasite cannot egress the infected cells thus reduced virulence
Record 3246	PHI:2629	Uniprot	O33336	Genbank	CCP45593 	H37Rv	PptT	no data found					no	1773	Mycobacterium tuberculosis	83332	H37Rv	Tuberculosis	animal	10090	Mouse	BALB/cJ			spleen; lungs	4′-Phosphopantetheinyl Transferase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23308068	Pubmed	10.1371/journal.ppat.1003097	Mycobacterial multiplication in both immunodeficient and immunocompetent mice is dependent on the expression of PptT / PptT production is required for survival of M. tuberculosis during the chronic phase of infection.
Record 3247	PHI:2629	Uniprot	O33336	Genbank	CCP45593 	H37Rv	PptT	no data found					no	1773	Mycobacterium tuberculosis	83332	H37Rv	Tuberculosis	animal	10090	Mouse	SCID			spleen; lungs	4′-Phosphopantetheinyl Transferase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene mutation: characterised		na	RP	23308068	Pubmed	10.1371/journal.ppat.1003097	Mycobacterial multiplication in both immunodeficient and immunocompetent mice is dependent on the expression of PptT / PptT production is required for survival of M. tuberculosis during the chronic phase of infection.
Record 3248	PHI:2630	Uniprot	B2HLZ8	Genbank	ACC40462   	M	PPGK	no data found					PHI:2631	1773	Mycobacterium tuberculosis	83332	H37Rv	Tuberculosis	animal	10090	Mouse	C57BL/6			spleen; lungs	Polyphosphate glucokinase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23326232	Pubmed	10.1371/journal.ppat.1003116	no comments
Record 3249	PHI:2631	Uniprot	I6Y8D3	Genbank	AFN48520	H37Rv	GLKA	no data found					PHI:2630	1773	Mycobacterium tuberculosis	83332	H37Rv	Tuberculosis	animal	10090	Mouse	C57BL/6			spleen; lungs	Glucokinase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23326232	Pubmed	10.1371/journal.ppat.1003116	no comments
Record 3250	PHI:2630	Uniprot	B2HLZ8	Genbank	ACC40462   	M	PPGK	no data found					no	1773	Mycobacterium tuberculosis	83332	H37Rv	Tuberculosis	animal	10090	Mouse	C57BL/6			spleen; lungs	Polyphosphate glucokinase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23326232	Pubmed	10.1371/journal.ppat.1003116	no comments
Record 3251	PHI:2631	Uniprot	I6Y8D3	Genbank	AFN48520	H37Rv	GLKA	no data found					no	1773	Mycobacterium tuberculosis	83332	H37Rv	Tuberculosis	animal	10090	Mouse	C57BL/6			spleen; lungs	Glucokinase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23326232	Pubmed	10.1371/journal.ppat.1003116	no comments
Record 3252	PHI:2632	Uniprot	Q2FIB5	EMBL	ABD20820.1	USA300	argH	no data found					no	1280	Staphylococcus aureus	367830	USA300 strain JE2 	Community-associated and nosocomial infections	animal	10090	Mouse	C57BL/6			kidney	Argininosuccinate lyase	no data found	no data found	Arginine biosynthesis	Reduced virulence	no data found	no data found	no data found	no data found	Abscess	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	AR	23209408	Pubmed	10.1371/journal.ppat.1003033	no comments
Record 3253	PHI:2633	Uniprot	Q2FK80	EMBL	ABD22932.1	USA300	argB	no data found					no	1280	Staphylococcus aureus	367830	USA300 strain JE2 	Community-associated and nosocomial infections	animal	10090	Mouse	C57BL/6			kidney	Acetylglutamate kinase	no data found	no data found	Arginine biosynthesis	Unaffected pathogenicity	no data found	no data found	no data found	no data found	Abscess	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	AR	23209408	Pubmed	10.1371/journal.ppat.1003033	no comments
Record 3254	PHI:2634	Uniprot	Q2FHR8; Q2FKJ7; Q2FDM5	EMBL	ABD21287.1; ABD21859.1; ABD21924.1	USA300	argF	no data found					no	1280	Staphylococcus aureus	367830	USA300 strain JE2 	Community-associated and nosocomial infections	animal	10090	Mouse	C57BL/6			kidney	Ornithine carbamoyltransferase	no data found	no data found	Arginine biosynthesis	Unaffected pathogenicity	no data found	no data found	no data found	no data found	Abscess	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	AR	23209408	Pubmed	10.1371/journal.ppat.1003033	no comments
Record 3255	PHI:2635	Uniprot	Q2FFX4	EMBL	ABD22124.1	USA300	putA	no data found					no	1280	Staphylococcus aureus	367830	USA300 strain JE2 	Community-associated and nosocomial infections	animal	10090	Mouse	C57BL/6			kidney	Proline dehydrogenase	no data found	no data found	Arginine biosynthesis	Unaffected pathogenicity	no data found	no data found	no data found	no data found	Abscess	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	AR	23209408	Pubmed	10.1371/journal.ppat.1003033	no comments
Record 3256	PHI:2636	Uniprot	Q8MYK0	Genbank	CAD32376	RH	TgCDPK3 	no data found					no	5811	Toxoplasma gondii	no data found	RH	Toxoplasmic encephalitis	animal	9606	Human	no data found			human foreskin fibroblasts	Calcium Dependent Kinase 3	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	cytosol			no data found	Gene disruption		na	RP	23209419	Pubmed	10.1371/journal.ppat.1003049	The parasite cannot egress the infected cells thus reduced virulence
Record 3257	PHI:2637	Uniprot	O51712	Genbank	AAC67109	B31	RpoS	no data found					no	139	Borrelia burgdorferi	224326	B31	Lyme disease	Animal	10090	Mouse	scid			heart; tibiotarsal joint; skin	RpoS Regulates Essential Virulence Factors 	no data found	no data found	RpoN-RpoS pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene Disprution; Gene complementation		na	RP	23300893	Pubmed	10.1371/journal.pone.0053212	no comments
Record 3258	PHI:2638	Uniprot	Q4X099	Genbank	EAL93716	Af293	Ilv3A	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Animal	10090	Mouse	CD1			kidney	Dihydroxyacid dehydratase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23028460	Pubmed	10.1371/journal.pone.0043559	no comments
Record 3259	PHI:2639	Uniprot	Q4WK65	Genbank	XP_750105	Af293	Ilv3B	no data found					no	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Animal	10090	Mouse	CD1			kidney	Dihydroxyacid dehydratase	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23028460	Pubmed	10.1371/journal.pone.0043559	no comments
Record 3260	PHI:2638	Uniprot	Q4X099	Genbank	EAL93716	Af293	Ilv3A	no data found					PHI:2639	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Animal	10090	Mouse	CD1			kidney	Dihydroxyacid dehydratase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23028460	Pubmed	10.1371/journal.pone.0043559	no comments
Record 3261	PHI:2639	Uniprot	Q4WK65	Genbank	XP_750105	Af293	Ilv3B	no data found					PHI:2638	746128	Aspergillus fumigatus	505235	CEA10	Invasive pulmonary aspergillosis	Animal	10090	Mouse	CD1			kidney	Dihydroxyacid dehydratase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23028460	Pubmed	10.1371/journal.pone.0043559	no comments
Record 3262	PHI:2640	Uniprot	C4XXN5	Genbank	EEQ36584	ATCC42720	CNB1	no data found					no	36911	Candida lusitaniae	306902	ATCC42720	Opportunistic infections	Animal	10090	Mouse	CD1			kidney	Calcium-activated protein phosphatase	no data found	no data found	Calcineurin pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Sodium lauryl sulfate (SDS); 7-Diethylamino-4-methylcoumarin (CFW); Congo red (CR)	Sodium lauryl sulfate: 151-21-3; 7-Diethylamino-4-methylcoumarin: 91-44-1; Congo red: 573-58-0	no data found			no data found	Gene deletion: full		na	RP	22952924	Pubmed	10.1371/journal.pone.0044192	The cnb1 , but not crz1 , mutants are sensitive to SDS, CFW, andCR
Record 3263	PHI:2641	Uniprot	C4Y985	Genbank	EEQ40635 	ATCC 42720	CRZ1	no data found					no	36911	Candida lusitaniae	306902	ATCC42720	Opportunistic infections	Animal	10090	Mouse	CD1			kidney	Calcium-activated protein phosphatase	no data found	no data found	Calcineurin pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	Sodium lauryl sulfate (SDS); 7-Diethylamino-4-methylcoumarin (CFW); Congo red (CR)	Sodium lauryl sulfate: 151-21-3; 7-Diethylamino-4-methylcoumarin: 91-44-1; Congo red: 573-58-0	no data found			no data found	Gene deletion: full		na	RP	22952924	Pubmed	10.1371/journal.pone.0044192	The cnb1 , but not crz1 , mutants are sensitive to SDS, CFW, andCR
Record 3264	PHI:2642	Uniprot	D0Z9I9	Genbank	ACY84965	EIB202	FliC	no data found					no	498217	Edwardsiella tarda	no data found	H1	Edwardsiellosis	Animal	7955	Zebrafish	no data found			no data found	Flagellin Protein	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23024793	Pubmed	10.1 371/journal.pone. 0045070	no comments
Record 3265	PHI:2643	Uniprot	A4HTK3	Genbank	CAM65755	JPCM5	CFAS	Chromosome 8					no	5671	Leishmania infantum	435258	JPCM5	Leishmaniasis	Animal	10090	Mouse	BALB/c			liver; spleen	Cyclopropane fatty acid synthetase	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23251490	Pubmed	10.1371/journal .pone.0051300	The complemented strain grew well, but the attentuated virulence was not restored to wild type
Record 3266	PHI:2644	Uniprot	P0AA28	Genbank	BAA00903  	LT2	thioredoxin 1	no data found					no	90371	Salmonella enterica serovar Typhimurium	1114957	14028	Food poisoning	Nematode	6239	Caenorhabditis elegans	N2			no data found	Redox activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Ascorbic acid; Chloramphenicol; Cupric chloride anhydrous	Ascorbic acid: 50-81-7 ; Chloramphenicol: 56-75-7; Cupric chloride anhydrous: 7447-39-4	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23028994	Pubmed	10.1371/journal.pone.0045417	Ascorbic acid and chloramphenicol reduced the effects of pathogenicity of the mutants
Record 3267	PHI:2644	Uniprot	P0AA28	Genbank	BAA00903  	LT2	thioredoxin 1	no data found					no	90371	Salmonella enterica serovar Typhimurium	1114957	14028	Food poisoning	Nematode	6239	Caenorhabditis elegans	N2			no data found	Redox activity	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Ascorbic acid; Chloramphenicol; Cupric chloride anhydrous	Ascorbic acid: 50-81-7 ; Chloramphenicol: 56-75-7; Cupric chloride anhydrous: 7447-39-4	no data found			no data found	Chemical complementation		na	RP	23028994	Pubmed	10.1371/journal.pone.0045417	Virulence of the thioredoxin 1 mutant was restored by trans -complementation with redox-active variants of thioredoxin 1 or, surprisingly, by exposing the thioredoxin 1 mutant to sublethal concentrations of the disulphide catalyst copper chloride prior to infection
Record 3268	PHI:2645	Uniprot	Q7WP75	Genbank	CAE31309	RB50	ClpV	no data found					no	518	Bordetella bronchiseptica	257310	RB50	Bordetellosis	Animal	10090	Mouse	C57BL/6			nasal cavity; trachea; lungs	Translocation of T6SS effector proteins essential for virulence	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full		na	RP	23071529	Pubmed	10.1 3 71/journal.p one.0045892	no comments
Record 3269	PHI:2646	Uniprot	E0IWR8	Genbank	ADT75274 	W	MliC	no data found					no	562	Escherichia coli	no data found	CH2	Colibacillosis, cellulitis and swollen head syndrome	Bird	9031	Chicken	no data found			no data found	Lysozyme inhibitor	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23049900	Pubmed	10.1 3 71/journal.po ne.0045954	no comments
Record 3270	PHI:2647	Uniprot	A1A7T3	Genbank	ABI99722	APEC O1	ivy	no data found					no	562	Escherichia coli	no data found	CH2	Colibacillosis, cellulitis and swollen head syndrome	Bird	9031	Chicken	no data found			no data found	Lysozyme inhibitor	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23049900	Pubmed	10.1 3 71/journal.po ne.0045954	no comments
Record 3271	PHI:2648	Uniprot	P76002	Genbank	NP_415696	K-12 substr. MG1655	pliG	no data found					no	562	Escherichia coli	no data found	CH2	Colibacillosis, cellulitis and swollen head syndrome	Bird	9031	Chicken	no data found			no data found	Lysozyme inhibitor	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23049900	Pubmed	10.1 3 71/journal.po ne.0045954	no comments
Record 3272	PHI:2646	Uniprot	E0IWR8	Genbank	ADT75274 	W	MliC	no data found					PHI:2647	562	Escherichia coli	no data found	CH2	Colibacillosis, cellulitis and swollen head syndrome	Bird	9031	Chicken	no data found			no data found	Lysozyme inhibitor	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23049900	Pubmed	10.1 3 71/journal.po ne.0045954	no comments
Record 3273	PHI:2647	Uniprot	A1A7T3	Genbank	ABI99722	APEC O1	ivy	no data found					PHI:2646	562	Escherichia coli	no data found	CH2	Colibacillosis, cellulitis and swollen head syndrome	Bird	9031	Chicken	no data found			no data found	Lysozyme inhibitor	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23049900	Pubmed	10.1 3 71/journal.po ne.0045954	no comments
Record 3274	PHI:2649	Uniprot	Q5ALT5	Genbank	EAL03648 	SC5314	Msb2	chromosome 2					no	5476	Candida albicans	no data found	CAI4	Oral candidiasis	Animal	10090	Mouse	no data found			tongue; hypoglossal tissue	Mucin	no data found	no data found	Cek1 MAPK pathway	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	aberrant	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23139737	Pubmed	 10.1371/journal.pone.0046020	no comments
Record 3275	PHI:2650	Uniprot	B5R579	Genbank	CAR34083	P125109	BamB	no data found					no	149539	Salmonella enteritidis	1147754	LA5	Salmonellosis	Animal	10090	Mouse	BALB/c			spleen	Folding and insertion of b -barrel proteins in the outer membrane of Gram-negative bacteria is mediated by the BAM complex	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Vancomycin; Rifampin; Erythromycin; Novobiocin; Bacitracin	Vancomycin: 1404-90-6; Rifampin: 13292-46-1; Erythromycin: 114-07-8; Novobiocin: 303-81-1; Bacitracin: 1405-87-4	no data found			no data found	Gene deletion: full; Gene complementation		na	RP	23144780	Pubmed	10.1371/journal.pone.0046050	The deletion mutant does not show any enhanced susceptibility to antibiotics
Record 3276	PHI:2650	Uniprot	B5R579	Genbank	CAR34083	P125109	BamB	no data found					no	149539	Salmonella enteritidis	1147754	LA5	Salmonellosis	Animal	10090	Mouse	BALB/c			spleen	Folding and insertion of b -barrel proteins in the outer membrane of Gram-negative bacteria is mediated by the BAM complex	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Vancomycin; Rifampin; Erythromycin; Novobiocin; Bacitracin	Vancomycin: 1404-90-6; Rifampin: 13292-46-1; Erythromycin: 114-07-8; Novobiocin: 303-81-1; Bacitracin: 1405-87-4	no data found			no data found	Gene mutation: characterised		na	RP	23144780	Pubmed	10.1371/journal.pone.0046050	The deletion mutant does not show any enhanced susceptibility to antibiotics
Record 3277	PHI:2651	Uniprot	Q8ZQ52	Genbank	AAL20029 	LT2	yedX	no data found					no	90371	Salmonella enterica serovar Typhimurium	216597	SL1344	Food poisoning	Animal	10090	Mouse	C57BL6			liver; spleen	Cyclic amidohydrolase that hydrolyses 5-hydroxyisourate (5-HIU)	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	23284609	Pubmed	10.1371/journal.pone.0046675	no comments
Record 3278	PHI:2651	Uniprot	Q8ZQ52	Genbank	AAL20029 	LT2	yedX	no data found					no	90371	Salmonella enterica serovar Typhimurium	216597	SL1344	Food poisoning	Bird	9031	Chicken	no data found			liver; spleen	Cyclic amidohydrolase that hydrolyses 5-hydroxyisourate (5-HIU)	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene disruption		na	RP	23284609	Pubmed	10.1371/journal.pone.0046675	The bacterial load detected in the faeces of mutant infected chickens was significantly reduced when compared to the load of S. Typhimurium SL1344. Thus affecting dissemination
Record 3279	PHI:2652	Uniprot	Q5KQZ9	Genbank	BAD86762	NTUH-K2044	magA	no data found					no	573	Klebsiella pneumoniae	484021	NTUH-K2044	Urinary tract infections, nosocomial pneumonia, intra-abdominal infections	Animal	10090	Mouse	BALB/cBy			no data found	Contributes to K1 capsular polysaccharide (CPS) biosynthesis	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene mutation: characterised		na	RP	23118860	Pubmed	10.1371/journal.pone.0046783	no comments
Record 3280	PHI:2653	Uniprot	G2Y3E7	Genbank	CCD47187 	T4	bcvel1	no data found					no	40559	Botrytis cinerea	332648	B05.10	Grey mould fungus	Eudicot	3885	French bean	90598			leaves	Regulatory protein linking light signals with development and secondary metabolism	no data found	no data found	no data found	Reduced virulence	aberrant	no	no data found	yes	no data found	increased; aberrant	wild type	wild type	wild type	Hydrogen peroxide	7722-84-1	Nuclei			no data found	Gene deletion: full; Gene complementation		na	RP	23118899	Pubmed	10.1371/journal.pone.0047840	bcvel1 mutant were significantly affected when the strains were grown on medium supplemented with 7.5 M hydrogen peroxide in continuous light
Record 3281	PHI:2653	Uniprot	G2Y3E7	Genbank	CCD47187 	T4	bcvel1	no data found					no	40559	Botrytis cinerea	332648	B05.10	Grey mould fungus	Eudicot	3885	Arabidopsis thaliana	Col-0			leaves	Regulatory protein linking light signals with development and secondary metabolism	no data found	no data found	no data found	Reduced virulence	aberrant	no	no data found	yes	no data found	increased; aberrant	wild type	wild type	wild type	Hydrogen peroxide	7722-84-1	Nuclei			no data found	Gene deletion: full; Gene complementation		na	RP	23118899	Pubmed	10.1371/journal.pone.0047840	bcvel1 mutant were significantly affected when the strains were grown on medium supplemented with 7.5 M hydrogen peroxide in continuous light
